full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,515,88.06,2605.96,6.61,42,0,69.68,10.8,81.53,7.31,6
Michael Lorenzen,535,89.43,2363.93,5.93,21,0,71.15,18.76,84.69,7.19,6
Chris Bassitt,597,86.56,2133.88,6.46,34,0,69.23,16.28,81.91,7.08,6
Aaron Nola,564,86.9,2329.9,6.85,32,0,70.25,13.07,81.54,7.49,6
Tyler Glasnow,421,91.77,2615.03,7.39,41,0,69.2,13.7,84.31,7.23,5
Max Fried,483,86.74,2259.5,6.54,30,0,69.84,11.32,81.47,7.23,5
Cal Quantrill,575,88.68,1820.27,6.53,23,0,71.08,14.75,82.58,7.37,6
Aaron Civale,529,86.22,2689.46,5.64,27,0,70.4,23.57,82.6,7.22,6
Griffin Canning,569,89.95,2125.1,5.9,22,0,70.51,8.22,83.62,7.33,6
Tanner Houck,566,87.84,2224.86,6.0,36,0,68.77,0.05,83.1,7.29,6
Tylor Megill,445,90.0,2107.27,7.43,29,0,68.54,15.1,83.64,7.13,5
Justin Steele,571,88.59,2501.52,6.35,39,0,69.25,18.66,80.93,6.98,6
Jake Irvin,583,88.18,2454.45,6.97,31,0,68.53,16.77,80.89,6.98,6
Hogan Harris,532,86.71,2305.77,6.76,23,0,69.26,22.24,84.36,7.03,6
Framber Valdez,542,89.19,2285.14,5.86,30,0,70.1,2.69,86.96,7.19,6
Cole Ragans,609,90.12,2448.13,6.15,43,0,69.64,21.41,83.33,7.34,6
Zac Gallen,83,88.62,2307.36,6.68,7,0,70.14,11.76,84.34,7.26,2
Tobias Myers,494,88.47,2152.2,6.7,28,0,69.44,20.24,82.93,7.06,6
Erik Miller,222,90.5,2140.22,6.51,11,0,67.85,17.57,79.98,7.15,13
Tanner Bibee,563,88.53,2473.41,6.64,47,0,68.96,25.08,79.28,7.18,6
Reese Olson,570,88.71,2305.36,5.82,34,0,70.65,11.16,85.72,7.59,6
Bryce Miller,503,90.8,2191.84,6.32,28,0,70.3,18.81,82.79,7.06,6
Jonathan Cannon,401,88.88,2200.91,6.12,19,0,70.32,16.17,84.5,7.18,5
Carson Spiers,377,88.16,2301.67,6.71,21,0,69.11,16.11,82.47,7.12,4
Paul Skenes,492,92.55,2183.09,6.38,40,0,69.37,12.37,83.26,7.33,5
Cade Povich,464,86.82,2317.12,6.36,17,0,69.34,22.3,81.67,7.25,5
