full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,207,87.96,2014.05,6.56,10,0,69.27,6.71,80.12,7.31,3
Jose Quintana,481,86.47,1942.59,6.6,22,0,69.0,17.15,82.57,7.35,6
Nathan Eovaldi,273,90.56,1949.32,6.49,20,0,70.8,9.96,83.42,7.2,4
Scott McGough,102,89.9,2024.51,5.87,6,0,69.06,8.2,82.73,7.37,4
Taijuan Walker,507,86.49,2045.9,5.92,25,0,71.8,13.88,86.67,7.35,6
Erick Fedde,579,89.24,2059.72,6.65,33,0,69.16,13.99,81.21,7.17,6
Seth Lugo,597,87.25,2635.5,5.98,31,0,70.37,8.79,81.45,7.3,6
Ty Blach,480,84.88,2046.45,5.16,20,0,69.95,14.0,83.87,7.2,6
Bailey Ober,446,87.0,2130.73,7.21,20,0,70.2,24.11,80.8,7.37,5
Jack Flaherty,361,87.67,2362.87,6.64,37,0,69.69,17.43,79.26,7.43,5
Jared Koenig,212,90.87,2359.59,6.22,15,0,68.34,16.33,79.68,7.14,12
Patrick Sandoval,581,87.21,2172.9,6.28,31,0,69.09,20.8,82.45,7.3,6
Trevor Rogers,448,88.08,2247.06,6.71,17,0,71.05,16.25,82.75,7.23,5
Andre Pallante,288,91.05,2381.27,6.66,15,0,68.69,4.14,80.79,7.02,4
George Kirby,539,91.78,2121.46,6.64,33,0,68.89,15.0,82.59,7.0,6
Trevor Richards,252,84.33,2432.14,6.2,14,0,68.16,27.33,81.7,7.25,12
Andrew Abbott,475,88.24,2385.09,6.58,18,0,69.76,28.71,81.9,7.14,5
Keaton Winn,160,91.96,2051.84,6.28,13,0,70.27,12.1,85.53,7.42,2
Grayson Rodriguez,558,90.25,2334.32,7.26,39,0,69.85,21.49,81.72,7.16,6
Spencer Arrighetti,497,86.83,2418.72,7.19,33,0,69.54,16.66,81.47,7.26,6
Cooper Criswell,514,83.83,2093.82,6.76,24,0,69.78,10.06,79.73,7.23,6
Jared Jones,536,92.37,2488.76,6.77,29,0,70.62,19.2,83.82,7.27,6
Joey Estes,443,87.74,2422.2,5.94,23,0,69.81,32.94,82.75,7.23,5
Shota Imanaga,435,86.47,1927.57,6.3,27,0,70.54,24.67,82.19,7.43,5
Ryan Pepiot,426,91.36,2450.35,6.72,31,0,69.76,27.94,84.14,7.09,5
DJ Herz,246,88.56,2230.07,6.67,21,0,70.78,27.01,81.99,7.28,3
Adam Mazur,243,89.77,2200.71,6.01,8,0,70.19,25.04,84.17,7.32,3
Yoshinobu Yamamoto,435,90.59,2125.5,6.57,31,0,70.36,13.82,81.47,7.17,5
