team,wins,losses,run_diff,streak,games_played,win_pct
BAL,70,49,93,L1,119,.588
NYY,70,50,107,L1,120,.583
BOS,62,56,19,W1,118,.525
TB,59,59,-54,L1,118,.500
TOR,56,64,-86,W1,120,.467
CLE,70,49,77,W3,119,.588
MIN,66,52,59,W1,118,.559
KC,65,54,91,L1,119,.546
DET,56,63,-21,W1,119,.471
CWS,29,91,-241,W1,120,.242
HOU,63,55,62,W6,118,.534
SEA,63,56,40,W4,119,.529
TEX,55,64,-28,L2,119,.462
LAA,52,67,-90,L1,119,.437
OAK,50,69,-69,W2,119,.420
PHI,69,49,90,L3,118,.585
ATL,62,56,35,W1,118,.525
NYM,61,57,20,L3,118,.517
WSH,54,65,-60,L1,119,.454
MIA,44,75,-161,W1,119,.370
MIL,67,51,103,L2,118,.568
STL,60,59,-53,L2,119,.504
CHC,59,61,9,L1,120,.492
CIN,58,61,45,W2,119,.487
PIT,56,62,-22,L8,118,.475
LAD,70,49,100,W4,119,.588
ARI,67,53,69,W4,120,.558
SD,67,53,61,W1,120,.558
SF,61,60,-6,L2,121,.504
COL,44,76,-189,L1,120,.367
