team,wins,losses,run_diff,streak,games_played,win_pct
NYY,48,35,113,W1,83,.578
TB,47,37,71,L1,84,.560
TOR,45,38,-4,W1,83,.542
BOS,41,44,10,L1,85,.482
BAL,36,47,-77,W1,83,.434
DET,53,32,99,W2,85,.624
CLE,40,42,-47,L4,82,.488
MIN,40,44,-14,L2,84,.476
KC,39,45,-33,L1,84,.464
CWS,28,56,-80,W2,84,.333
HOU,50,34,46,W1,84,.595
SEA,43,40,13,W1,83,.518
LAA,41,42,-49,L1,83,.494
TEX,41,43,16,L1,84,.488
Athletics,34,52,-142,L1,86,.395
PHI,49,35,46,W1,84,.583
NYM,48,37,39,L3,85,.565
ATL,38,45,12,L1,83,.458
MIA,37,45,-74,W7,82,.451
WSH,35,49,-68,W1,84,.417
CHC,49,35,104,L1,84,.583
MIL,47,37,56,L1,84,.560
STL,47,38,45,W3,85,.553
CIN,44,40,40,W1,84,.524
PIT,35,50,-42,W3,85,.412
LAD,53,32,90,W1,85,.624
SD,45,38,17,L1,83,.542
SF,45,39,32,L2,84,.536
ARI,41,42,2,L4,83,.494
COL,19,65,-221,W1,84,.226
