full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,529,89.33,2464.32,6.43,29,0,69.74,20.36,82.61,7.17,6
Jose Quintana,570,86.0,1947.53,6.46,23,0,71.4,16.38,83.53,7.38,6
Patrick Corbin,522,86.67,2108.11,6.9,22,0,71.04,11.87,83.74,7.32,6
Marcus Stroman,578,87.77,2427.34,5.85,32,0,68.54,11.16,82.34,7.18,6
Kevin Gausman,491,89.19,2078.31,6.58,23,0,71.32,10.72,82.94,7.42,6
Taijuan Walker,90,88.04,2053.14,5.64,4,0,70.18,18.06,85.42,7.15,1
Ben Lively,256,85.98,2012.89,7.12,19,0,72.02,24.93,82.92,7.3,3
Austin Gomber,541,83.89,2159.31,6.73,22,0,70.19,17.32,82.77,7.46,6
Erick Fedde,577,88.97,2040.8,6.71,39,0,70.32,16.57,81.68,7.1,6
Michael Wacha,528,85.59,1930.91,6.68,28,0,68.22,12.63,81.22,7.12,6
Paul Blackburn,538,86.77,2245.8,6.26,28,0,70.52,11.73,82.37,7.42,6
Dane Dunning,525,86.07,2184.6,7.14,39,0,68.93,8.39,84.07,7.34,6
Zack Littell,549,87.89,1839.76,6.24,35,0,69.83,20.31,81.47,7.23,6
Tanner Houck,560,87.57,2240.52,6.08,41,0,68.87,4.38,85.66,7.19,6
Framber Valdez,156,89.25,2334.42,5.71,11,0,,-2.39,84.71,,2
Tobias Myers,147,88.17,2169.14,6.67,9,0,71.47,18.0,82.42,7.18,2
Logan Gilbert,561,90.42,1838.45,7.69,43,0,70.09,15.2,82.47,7.27,6
Tarik Skubal,448,90.83,2030.96,6.27,35,0,68.52,22.9,80.85,7.06,5
Hayden Wesneski,126,88.74,2377.91,6.96,6,0,66.83,6.89,78.3,7.11,3
Andrew Abbott,556,88.09,2363.75,6.64,27,0,69.52,29.26,81.53,7.11,6
Reid Detmers,556,87.69,2110.59,5.93,37,0,69.9,19.09,81.3,7.32,6
Michael Grove,250,89.03,2375.08,6.96,19,0,69.08,6.94,81.32,7.55,9
Keaton Winn,506,91.35,1988.76,6.2,28,0,70.25,6.29,83.05,7.25,6
Ryan Weathers,546,90.07,2210.98,5.89,26,0,69.49,15.86,84.05,7.24,6
Jared Jones,487,92.12,2493.36,6.75,41,0,70.33,16.64,83.06,7.36,6
Bryce Elder,172,86.94,2152.78,5.93,6,0,69.41,12.85,83.22,7.23,2
Brandon Pfaadt,543,88.88,2487.2,6.72,38,0,70.89,18.58,82.83,7.62,6
