full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Chris Sale,0,,,,6,0,,,,,1
David Buchanan,83,86.6,2220.71,5.94,7,0,,1.93,84.06,,2
Steven Matz,53,87.89,2252.57,6.53,10,0,,23.59,81.75,,3
Kevin Gausman,52,90.72,2152.87,6.41,7,0,,17.78,76.49,,1
Marco Gonzales,121,85.52,2051.02,6.46,3,0,,7.62,87.41,,2
Tyler Beede,43,88.7,1593.53,6.38,5,0,,-3.06,85.51,,2
Colin Rea,86,,,,7,0,,,,,2
Jacob Waguespack,40,88.59,2066.32,7.02,6,0,,22.46,81.72,,2
Sean Manaea,151,88.62,2087.9,7.06,13,0,,9.76,82.05,,2
Dakota Hudson,161,88.35,2060.6,6.4,8,0,,3.13,82.99,,2
Bailey Ober,0,,,,6,0,,,,,1
Dylan Cease,75,89.19,2652.81,6.33,4,0,,7.23,84.26,,1
Clarke Schmidt,126,89.65,2767.46,6.1,11,0,,12.69,84.82,,2
Jordan Hicks,72,90.72,1973.54,6.45,16,0,,14.91,85.45,,2
Brady Singer,0,,,,7,0,,,,,2
Reid Detmers,86,87.97,2009.88,6.07,10,0,,26.58,78.2,,2
Tommy Henry,117,85.67,2055.91,6.59,7,0,,21.29,84.36,,2
Garrett Whitlock,67,85.5,1891.31,7.52,11,0,,2.79,85.29,,2
JP Sears,70,86.68,2059.89,6.5,3,0,,19.45,78.37,,1
Bryce Miller,76,91.01,2249.21,6.48,2,0,,19.77,79.07,,1
Gavin Stone,71,90.04,2035.8,6.61,4,0,,4.04,82.81,,1
Jordan Wicks,0,,,,6,0,,,,,2
