team,wins,losses,run_diff,streak,games_played,win_pct
NYY,74,53,119,W1,127,.583
BAL,74,54,92,L1,128,.578
BOS,67,60,25,W2,127,.528
TB,64,62,-49,W2,126,.508
TOR,60,68,-75,L1,128,.469
CLE,73,53,75,L1,126,.579
KC,71,56,110,W1,127,.559
MIN,71,56,73,W1,127,.559
DET,62,65,1,W1,127,.488
CWS,31,97,-259,W1,128,.242
HOU,68,58,67,L2,126,.540
SEA,64,64,14,L3,128,.500
TEX,59,69,-37,W1,128,.461
LAA,54,73,-112,L1,127,.425
OAK,54,73,-71,L2,127,.425
PHI,74,52,101,W1,126,.587
ATL,67,59,51,L1,126,.532
NYM,66,61,27,W1,127,.520
WSH,57,70,-67,W1,127,.449
MIA,46,81,-174,L3,127,.362
MIL,73,53,103,L1,126,.579
STL,62,64,-59,W1,126,.492
CHC,62,65,0,L1,127,.488
CIN,62,65,30,W1,127,.488
PIT,59,67,-29,L1,126,.468
LAD,76,52,111,W4,128,.594
ARI,72,56,77,W3,128,.563
SD,72,56,67,L1,128,.563
SF,65,64,-11,L1,129,.504
COL,47,80,-200,L1,127,.370
