team,wins,losses,run_diff,streak,games_played,win_pct
BAL,66,46,85,W1,112,.589
NYY,66,46,120,W1,112,.589
BOS,58,52,25,L1,110,.527
TB,56,54,-44,W1,110,.509
TOR,52,60,-84,L1,112,.464
CLE,67,43,89,L1,110,.609
MIN,61,48,53,W3,109,.560
KC,62,50,94,L1,112,.554
DET,53,59,-23,W1,112,.473
CWS,27,86,-241,L19,113,.239
SEA,59,53,30,W2,112,.527
HOU,57,53,42,L1,110,.518
TEX,53,58,-15,W1,111,.477
LAA,48,63,-97,W1,111,.432
OAK,46,66,-72,L1,112,.411
PHI,65,45,93,L6,110,.591
ATL,60,50,62,L1,110,.545
NYM,58,52,29,L1,110,.527
WSH,50,61,-57,W1,111,.450
MIA,41,70,-147,W1,111,.369
MIL,62,48,80,L1,110,.564
STL,57,54,-38,W1,111,.514
PIT,56,54,-4,W1,110,.509
CIN,53,57,34,W1,110,.482
CHC,54,59,-4,L1,113,.478
LAD,64,47,95,W1,111,.577
SD,60,52,40,W1,112,.536
ARI,59,52,44,L1,111,.532
SF,55,57,-17,L1,112,.491
COL,41,71,-172,L1,112,.366
