team,wins,losses,run_diff,streak,games_played,win_pct
BAL,62,43,81,W1,105,.590
NYY,62,45,106,W2,107,.579
BOS,55,50,19,L2,105,.524
TB,54,52,-50,W2,106,.509
TOR,50,56,-70,W3,106,.472
CLE,63,42,72,W1,105,.600
MIN,58,46,51,W1,104,.558
KC,57,49,71,L2,106,.538
DET,52,55,-2,L1,107,.486
CWS,27,81,-218,L14,108,.250
HOU,55,50,51,L1,105,.524
SEA,56,51,25,W3,107,.523
TEX,51,55,0,L3,106,.481
LAA,46,60,-95,W1,106,.434
OAK,44,64,-65,L1,108,.407
PHI,65,40,114,L1,105,.619
ATL,56,48,56,W2,104,.538
NYM,55,50,16,L2,105,.524
WSH,49,57,-35,L1,106,.462
MIA,39,67,-142,L1,106,.368
MIL,60,45,80,W1,105,.571
STL,54,51,-48,W1,105,.514
PIT,53,52,-10,W1,105,.505
CHC,51,56,-7,W2,107,.477
CIN,50,55,35,L2,105,.476
LAD,63,44,94,W1,107,.589
SD,57,51,34,L1,108,.528
ARI,55,51,26,L1,106,.519
SF,53,55,-16,W4,108,.491
COL,38,69,-173,L4,107,.355
