team,wins,losses,run_diff,streak,games_played,win_pct
NYY,32,15,74,W6,47,.681
BAL,28,15,55,L1,43,.651
TB,25,22,-26,W4,47,.532
BOS,22,24,20,L4,46,.478
TOR,19,25,-49,L3,44,.432
CLE,29,17,56,W2,46,.630
KC,28,19,51,W2,47,.596
MIN,24,21,6,L5,45,.533
DET,23,22,19,W2,45,.511
CWS,14,32,-94,L2,46,.304
SEA,25,21,4,W1,46,.543
TEX,24,23,9,W1,47,.511
HOU,20,26,-11,L1,46,.435
OAK,19,29,-56,L7,48,.396
LAA,17,29,-33,L1,46,.370
PHI,33,14,74,W2,47,.702
ATL,26,15,46,L2,41,.634
WSH,20,24,-13,L4,44,.455
NYM,20,25,-17,L2,45,.444
MIA,15,32,-78,W4,47,.319
MIL,27,18,43,W1,45,.600
CHC,26,21,9,W1,47,.553
PIT,21,26,-28,L1,47,.447
STL,20,25,-41,W2,45,.444
CIN,19,27,-6,L2,46,.413
LAD,31,17,84,W2,48,.646
SD,23,24,6,W1,47,.489
SF,22,25,-31,W3,47,.468
ARI,21,25,-3,L2,46,.457
COL,15,30,-70,L2,45,.333
