full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Gibson,453,86.76,2161.37,6.9,23,0,70.74,15.78,82.95,7.52,5
Tyler Anderson,429,84.86,2150.81,6.1,20,0,70.48,24.38,81.76,7.49,5
Gerrit Cole,540,90.81,2436.71,6.19,37,0,69.91,21.78,83.92,7.04,6
Patrick Corbin,551,85.36,2168.86,6.66,32,0,70.08,14.5,82.05,7.36,6
Joe Musgrove,531,87.32,2766.17,5.99,41,0,70.2,16.24,82.83,7.16,6
Kyle Freeland,525,87.2,2176.0,6.6,23,0,70.75,17.74,82.5,7.38,6
Max Fried,499,86.97,2329.3,6.61,31,0,69.47,0.39,81.18,7.15,5
Michael Wacha,548,86.72,1910.12,6.76,32,0,68.7,23.01,80.74,7.14,6
Walker Buehler,516,88.28,2366.69,6.56,29,0,68.94,15.66,82.61,7.05,6
Chris Flexen,568,84.74,2139.29,6.26,33,0,69.79,24.22,81.93,7.26,6
Sean Manaea,579,88.2,2018.78,6.89,45,0,67.56,24.83,81.59,6.85,6
Tyler Alexander,374,85.83,2226.02,6.19,21,0,69.76,28.51,83.06,7.05,6
Aaron Civale,516,86.96,2581.69,5.62,29,0,70.5,23.27,82.95,7.33,6
Mitch Keller,442,88.05,2510.79,6.46,28,0,69.14,16.77,84.92,7.04,5
Corbin Burnes,533,89.64,2734.61,6.5,35,0,68.66,5.18,82.02,7.48,6
Kumar Rocker,218,90.97,2164.98,6.96,14,0,66.07,11.6,83.08,6.98,3
Valente Bellozo,505,82.12,2315.93,5.95,16,0,70.34,24.82,82.56,7.2,6
Reese Olson,180,88.85,2325.39,5.93,9,0,70.41,8.84,81.12,7.62,3
David Festa,491,89.85,2312.57,6.85,33,0,69.85,21.53,83.11,7.31,6
