team,wins,losses,run_diff,streak,games_played,win_pct
NYY,33,17,75,L2,50,.660
BAL,29,17,53,L2,46,.630
BOS,25,24,36,W3,49,.510
TB,25,25,-37,L3,50,.500
TOR,21,26,-45,L1,47,.447
CLE,32,17,62,W5,49,.653
KC,31,19,67,W5,50,.620
MIN,25,23,4,W1,48,.521
DET,23,25,5,L3,48,.479
CWS,15,34,-100,W1,49,.306
SEA,27,22,5,W2,49,.551
TEX,24,25,3,L2,49,.490
HOU,22,27,-7,W1,49,.449
OAK,20,30,-59,W1,50,.400
LAA,19,30,-29,L1,49,.388
PHI,35,14,83,W4,49,.714
ATL,27,18,39,L1,45,.600
WSH,21,26,-20,L1,47,.447
NYM,21,27,-16,L2,48,.438
MIA,16,34,-83,L1,50,.320
MIL,28,20,39,W1,48,.583
CHC,27,22,9,W1,49,.551
PIT,23,26,-26,W2,49,.469
STL,22,26,-44,W2,48,.458
CIN,20,28,-5,W1,48,.417
LAD,33,18,83,L1,51,.647
SD,25,26,10,L2,51,.490
ARI,23,26,1,W1,49,.469
SF,23,26,-29,L1,49,.469
COL,15,32,-74,L4,47,.319
