team,wins,losses,run_diff,streak,games_played,win_pct
BAL,16,9,28,L1,25,.640
NYY,17,10,21,L2,27,.630
BOS,14,13,15,L2,27,.519
TB,13,14,-29,L1,27,.481
TOR,13,14,-24,L4,27,.481
CLE,18,8,45,L1,26,.692
KC,17,10,47,W4,27,.630
DET,14,12,-1,L2,26,.538
MIN,12,13,-9,W5,25,.480
CWS,4,22,-80,W1,26,.154
SEA,14,12,9,W2,26,.538
TEX,14,13,10,W1,27,.519
OAK,11,16,-37,W2,27,.407
LAA,10,16,-19,L2,26,.385
HOU,7,19,-36,L5,26,.269
ATL,18,6,48,W4,24,.750
PHI,17,10,19,W2,27,.630
NYM,13,12,8,L1,25,.520
WSH,11,14,-20,W1,25,.440
MIA,6,21,-49,L4,27,.222
MIL,17,8,36,W3,25,.680
CHC,17,9,32,W4,26,.654
CIN,14,12,18,L2,26,.538
PIT,13,14,-6,L3,27,.481
STL,12,14,-24,W2,26,.462
LAD,17,11,38,W5,28,.607
SD,14,15,3,L2,29,.483
SF,13,14,-17,W1,27,.481
ARI,12,15,30,L2,27,.444
COL,7,19,-56,W1,26,.269
