mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,92.2,72.88,8.28,16,0,1,9.0,78.0,366.0,0.26,0.39
502671,paul goldschmidt,NYY,78.41,69.78,7.28,25,0,2,8.0,66.0,381.0,0.29,0.43
514888,josé altuve,HOU,85.6,69.04,7.34,11,0,2,17.0,68.0,424.0,0.28,0.46
518692,freddie freeman,LAD,86.56,72.82,6.8,16,0,0,10.0,85.0,380.0,0.3,0.47
521692,salvador pérez,KC,89.25,75.89,7.8,12,0,1,18.0,77.0,407.0,0.26,0.47
527038,wilmer flores,SF,76.68,68.14,6.86,10,0,1,12.0,64.0,359.0,0.24,0.38
543760,marcus semien,TEX,63.57,65.67,7.5,29,0,1,13.0,80.0,424.0,0.23,0.37
543807,george springer,TOR,84.22,64.69,7.42,15,0,0,17.0,72.0,388.0,0.28,0.5
553993,eugenio suárez,AZ,71.41,65.15,7.41,21,0,2,36.0,110.0,416.0,0.25,0.59
571448,nolan arenado,STL,82.27,66.38,8.06,19,0,0,10.0,36.0,375.0,0.24,0.38
572233,christian walker,HOU,80.77,73.99,7.91,20,0,2,13.0,112.0,410.0,0.24,0.38
573262,mike yastrzemski,SF,89.7,72.24,7.53,22,0,3,8.0,81.0,354.0,0.24,0.37
592206,nick castellanos,PHI,82.6,72.0,7.33,11,0,0,13.0,85.0,416.0,0.27,0.43
592450,aaron judge,NYY,73.2,77.92,8.45,19,0,3,37.0,119.0,455.0,0.34,0.72
592885,christian yelich,MIL,87.72,71.42,7.88,16,0,0,19.0,111.0,408.0,0.26,0.45
596019,francisco lindor,NYM,79.13,71.61,7.35,28,0,1,19.0,83.0,457.0,0.25,0.43
605137,josh bell,WSH,87.12,71.79,7.93,18,1,0,13.0,59.0,344.0,0.22,0.39
606192,teoscar hernández,LAD,74.27,67.81,7.61,19,0,1,14.0,79.0,331.0,0.25,0.45
607043,brandon nimmo,NYM,90.17,72.86,7.44,23,0,0,19.0,79.0,409.0,0.26,0.47
621043,carlos correa,MIN,94.6,79.7,7.13,11,0,0,7.0,65.0,345.0,0.27,0.39
621439,byron buxton,MIN,82.71,70.87,7.79,15,0,1,23.0,95.0,357.0,0.29,0.57
621493,taylor ward,LAA,82.24,65.93,7.59,23,1,2,23.0,116.0,438.0,0.23,0.49
624413,pete alonso,NYM,90.16,68.35,7.32,15,0,1,22.0,104.0,445.0,0.27,0.52
641355,cody bellinger,NYY,88.9,69.43,7.49,10,0,1,18.0,54.0,397.0,0.28,0.51
641857,ryan mcmahon,COL,77.71,68.35,6.78,22,0,0,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,83.93,72.73,8.5,12,0,0,15.0,113.0,434.0,0.23,0.4
646240,rafael devers,SF,85.99,73.34,7.44,18,1,1,19.0,118.0,470.0,0.26,0.48
647304,josh naylor,AZ,87.62,72.38,7.22,14,0,0,11.0,49.0,394.0,0.29,0.45
650402,gleyber torres,DET,75.27,66.59,7.41,17,0,2,9.0,51.0,388.0,0.28,0.42
650489,willi castro,MIN,88.96,69.23,6.93,12,0,1,10.0,79.0,319.0,0.26,0.43
650490,yandy díaz,TB,102.33,74.6,7.87,16,0,0,17.0,60.0,432.0,0.29,0.47
650859,luis rengifo,LAA,73.7,72.38,7.32,27,0,2,4.0,65.0,363.0,0.24,0.32
656775,cedric mullins,BAL,67.57,63.72,6.69,16,0,1,13.0,83.0,331.0,0.21,0.4
656811,ryan o'hearn,BAL,81.53,71.2,6.91,15,0,0,12.0,56.0,341.0,0.28,0.45
656941,kyle schwarber,PHI,91.3,73.02,7.38,22,0,0,34.0,120.0,452.0,0.25,0.56
657757,gavin sheets,SD,69.12,75.29,7.71,16,0,1,14.0,74.0,379.0,0.25,0.42
660271,shohei ohtani,LAD,86.68,75.79,7.59,19,0,0,37.0,119.0,465.0,0.27,0.62
