full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,374,86.1,1989.09,6.49,12,0,68.29,18.54,81.97,7.24,4
Merrill Kelly,572,89.41,2311.31,6.04,41,0,71.37,14.19,83.22,7.52,6
Sonny Gray,425,87.97,2448.19,6.5,29,0,68.75,13.14,83.76,7.12,5
Brent Suter,201,84.02,2113.73,7.39,9,0,68.12,20.06,79.25,7.01,8
Zach Eflin,522,86.23,2130.82,6.45,25,0,70.29,12.32,81.68,7.47,6
Aaron Civale,518,87.69,2600.12,5.54,23,0,69.84,23.63,82.11,7.11,6
Griffin Canning,503,89.97,2213.16,5.91,21,0,70.32,12.32,84.87,7.34,6
Dylan Cease,589,92.66,2668.37,6.29,45,0,69.46,19.99,83.81,7.31,6
Grant Holmes,544,89.22,2629.98,6.0,48,0,68.86,12.45,82.55,7.29,6
Mitch Keller,543,89.13,2496.65,6.55,24,0,69.08,13.88,84.44,7.03,6
Clarke Schmidt,578,89.15,2891.44,6.08,35,0,70.48,25.67,82.06,7.02,6
Jake Irvin,566,87.28,2365.73,7.02,26,0,70.66,12.68,83.24,7.17,6
Dustin May,445,90.27,2750.95,6.53,23,0,70.52,16.97,82.37,7.29,5
Emerson Hancock,510,91.35,2226.73,6.09,25,0,69.5,20.7,83.49,7.02,6
Kumar Rocker,237,91.73,2209.57,6.78,15,0,68.62,19.76,84.91,7.19,3
Brayan Bello,557,91.56,2252.03,6.4,31,0,70.12,10.77,81.94,7.27,6
Simeon Woods Richardson,246,86.88,2250.19,6.75,11,0,70.15,22.53,83.21,7.18,3
Ryan Pepiot,582,91.74,2494.46,6.6,43,0,70.62,25.73,81.82,7.14,6
Carson Palmquist,429,83.7,2044.4,7.34,20,0,69.23,27.97,81.31,7.14,5
Mitch Spence,426,87.73,2703.67,6.3,20,0,68.29,13.16,85.27,7.38,9
Sawyer Gipson-Long,244,88.68,2188.17,7.35,12,0,71.86,18.68,85.58,7.41,4
Brandon Walter,286,85.98,2244.12,6.5,20,0,70.43,7.08,82.48,7.21,3
Mick Abel,317,91.3,2489.87,6.66,9,0,70.14,20.75,84.92,6.9,4
Cade Horton,411,90.91,2454.67,6.21,21,0,70.11,12.88,84.22,7.26,5
Landen Roupp,479,85.74,2356.19,6.27,23,0,70.81,7.62,84.0,7.39,6
Noah Cameron,529,85.71,2220.38,6.24,28,0,69.77,13.47,84.32,7.33,6
