full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,475,84.79,2004.7,6.59,25,0,68.23,12.33,81.46,7.26,5
Nathan Eovaldi,531,90.24,1986.82,6.57,32,0,69.93,9.6,84.2,7.19,6
Zack Wheeler,388,91.24,2409.96,7.14,27,0,69.27,20.89,81.5,6.98,4
Jameson Taillon,434,87.09,2424.11,6.59,24,0,70.36,21.27,85.26,7.37,5
Nick Pivetta,469,87.68,2403.26,6.78,44,0,68.94,23.5,81.67,7.11,5
Tayler Scott,216,89.52,2180.31,5.73,17,0,69.06,28.33,81.87,7.13,11
Colin Rea,447,88.96,2091.77,6.67,28,0,70.37,20.61,83.84,7.32,5
Zach Eflin,470,87.31,2225.47,6.57,25,0,68.33,10.86,81.05,7.22,5
Chris Flexen,567,85.54,2191.93,6.3,20,0,70.27,20.58,81.64,7.3,6
Grant Holmes,291,88.97,2600.27,5.94,24,0,69.29,15.37,82.12,7.48,7
Jordan Montgomery,145,85.93,2070.69,6.65,3,0,68.92,10.06,83.15,7.61,2
Luis Gil,457,93.06,2282.06,6.87,33,0,71.31,22.82,83.67,7.32,5
Logan Gilbert,423,90.53,1822.14,7.58,34,0,67.71,13.34,82.69,7.27,5
Andre Pallante,381,91.92,2300.78,6.68,18,0,69.85,4.85,81.69,6.95,4
Bowden Francis,191,86.55,2173.46,6.84,7,0,71.35,26.59,83.7,7.22,5
Tanner Bibee,561,88.03,2424.32,6.58,26,0,68.31,23.06,81.01,6.97,6
Alec Marsh,356,90.08,2411.64,6.18,19,0,69.44,13.9,81.01,7.37,5
Simeon Woods Richardson,437,87.57,2278.28,6.79,22,0,70.42,24.02,81.96,7.14,5
Mitchell Parker,372,88.24,2100.69,6.83,21,0,68.68,20.64,81.04,7.16,5
Carson Spiers,337,87.84,2321.19,6.68,20,0,69.69,21.37,82.74,7.19,4
Beau Brieske,260,92.06,2378.42,6.1,16,0,69.64,15.32,84.16,7.4,11
Paul Skenes,513,92.42,2131.75,6.41,42,0,69.39,13.36,83.74,7.26,5
Cade Povich,320,87.48,2291.08,6.28,10,0,70.04,26.9,82.2,7.08,4
