full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,505,87.84,2557.36,6.59,42,0,70.28,5.61,82.3,7.36,6
James Paxton,368,88.53,2038.4,6.55,18,0,69.3,21.5,81.37,7.04,5
Yusei Kikuchi,511,90.45,2233.67,6.96,28,0,71.3,18.78,84.93,7.11,6
Jon Gray,232,92.1,2146.49,6.53,13,0,69.72,21.37,83.45,7.18,4
Nick Pivetta,534,88.51,2485.12,6.72,37,0,70.12,26.89,81.16,7.3,6
Max Fried,501,86.65,2327.24,6.48,37,0,68.39,10.69,81.37,7.24,5
Cal Quantrill,586,88.45,1762.0,6.55,23,0,71.51,14.25,81.77,7.5,6
David Peterson,351,88.88,2107.39,7.06,12,0,68.81,12.59,84.73,7.06,4
Jordan Hicks,511,88.63,1741.77,6.55,29,0,69.31,10.8,82.03,7.47,6
Javier Assad,555,87.73,2075.09,6.56,37,0,69.48,19.83,81.77,7.17,6
Braxton Garrett,508,86.44,2108.28,6.74,26,0,70.95,8.9,84.83,7.46,6
Zach Plesac,86,85.82,1876.36,6.44,1,0,68.74,31.85,84.24,7.36,1
Reese Olson,520,88.97,2328.16,5.81,28,0,70.54,10.89,86.23,7.62,6
Carson Spiers,313,88.37,2332.36,6.66,19,0,69.08,15.6,82.5,7.04,5
Carlos Rodriguez,161,87.16,2142.12,6.34,7,0,68.58,21.24,80.65,7.21,2
Paul Skenes,481,93.52,2188.36,6.31,35,0,68.4,14.64,82.51,7.19,5
