full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,491,86.61,2105.96,6.63,23,0,70.8,5.95,84.12,7.48,6
James Paxton,450,89.34,2045.18,6.66,13,0,70.51,20.5,83.19,7.05,5
Jon Gray,585,90.28,2133.58,6.64,39,0,69.72,17.81,81.11,7.43,7
Taijuan Walker,180,87.56,2038.65,5.73,11,0,70.05,21.48,86.87,7.07,2
Max Fried,576,87.14,2206.83,6.46,31,0,68.07,3.56,79.82,7.03,6
Luis Severino,575,92.63,2186.08,6.34,31,0,69.21,18.45,80.81,6.98,6
Freddy Peralta,532,88.59,2362.17,6.84,41,0,69.35,19.05,80.78,7.24,6
Griffin Canning,503,88.58,2179.77,5.99,24,0,71.37,18.66,84.51,7.37,6
Logan Webb,578,88.37,1882.17,6.99,26,0,70.21,2.23,84.58,7.31,6
Joe Ryan,552,89.58,2259.25,6.8,41,0,68.6,22.19,81.51,7.08,6
Matt Waldron,527,83.0,1548.76,6.64,22,0,70.14,14.82,80.49,7.08,6
Ryan Feltner,547,90.38,2286.72,6.37,31,0,68.35,13.44,80.19,7.04,6
Bailey Falter,452,88.15,1971.65,7.42,24,0,70.53,19.36,82.61,6.92,6
Dean Kremer,554,88.19,2134.73,6.18,32,0,70.4,19.2,82.01,7.25,6
Javier Assad,535,87.98,1998.6,6.53,26,0,67.91,20.27,81.66,6.88,6
Nick Lodolo,453,88.82,2412.21,6.2,37,0,69.39,15.15,81.66,7.45,5
Alek Manoah,92,89.54,2189.4,7.07,6,0,66.34,21.79,81.35,6.92,1
MacKenzie Gore,543,91.96,2251.46,7.07,36,0,68.94,19.89,80.48,6.95,6
Ryne Nelson,305,91.12,2289.21,6.89,14,0,69.93,18.69,83.24,7.15,4
Tarik Skubal,544,90.97,2020.78,6.3,47,0,68.05,21.21,81.08,7.05,6
Matthew Liberatore,196,90.74,2380.1,6.28,11,0,70.99,14.19,85.73,7.17,9
Joe Boyle,471,91.9,2508.56,6.64,25,0,68.5,20.74,82.31,7.13,6
Garrett Crochet,496,92.65,2451.9,7.13,37,0,68.87,20.62,82.07,7.15,6
Cooper Criswell,369,83.79,2064.14,6.86,16,0,69.6,11.6,81.8,7.21,5
Bryce Miller,531,91.18,2141.81,6.42,36,0,70.82,19.27,83.65,7.26,6
Hunter Brown,480,91.0,2206.98,6.62,22,0,69.23,16.75,84.61,7.08,6
Ryan Pepiot,482,91.33,2414.64,6.74,38,0,70.78,24.12,83.46,7.23,6
