full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Chris Sale,603,86.5,2229.16,6.48,37,0,68.43,14.98,81.39,7.4,6
Patrick Corbin,573,85.49,2174.17,6.66,37,0,70.5,11.7,81.91,7.34,6
Yusei Kikuchi,484,89.6,2297.54,6.82,36,0,69.86,18.85,81.94,7.06,5
Kevin Gausman,468,90.45,2117.29,6.66,28,0,69.93,20.44,83.65,7.28,5
Taijuan Walker,355,87.22,2039.29,5.98,6,0,72.24,14.57,86.18,7.32,6
Erick Fedde,553,89.41,2097.38,6.68,24,0,70.6,20.35,83.42,7.08,6
Zach Eflin,369,85.82,2167.51,6.44,20,0,69.92,11.12,79.11,7.38,4
Luis Severino,556,91.85,2288.26,6.32,39,0,69.79,25.34,82.44,7.17,6
Zack Littell,323,87.93,1884.78,6.17,18,0,69.59,27.45,82.2,7.18,4
Jack Flaherty,565,87.04,2315.3,6.49,32,0,68.98,18.94,82.3,7.3,6
Logan Webb,556,89.94,1955.96,6.89,29,0,69.44,3.9,84.31,7.04,6
Clarke Schmidt,260,89.29,2798.64,6.06,14,0,71.22,18.37,84.42,7.44,3
Edward Cabrera,560,92.88,2133.8,6.65,31,0,70.01,12.55,83.52,7.11,6
Javier Assad,546,86.43,2050.61,6.5,29,0,69.11,16.23,85.4,7.07,6
Tobias Myers,558,88.38,2163.32,6.61,35,0,70.82,17.23,81.78,7.29,6
Logan Gilbert,587,90.51,1918.0,7.47,52,0,69.43,11.9,82.65,7.49,6
Joey Cantillo,369,85.17,1881.1,7.4,28,0,69.49,18.39,78.66,7.33,5
Kumar Rocker,145,90.9,2180.23,6.97,12,0,64.87,13.71,80.56,7.01,2
Brayan Bello,576,91.37,2125.82,6.34,29,0,70.43,8.89,82.86,7.38,6
Simeon Woods Richardson,474,86.68,2277.41,6.62,23,0,68.64,24.0,80.26,7.14,6
Julian Aguiar,473,88.29,1997.25,5.92,17,0,70.52,26.18,82.95,7.16,6
Brandon Pfaadt,446,90.13,2564.03,6.66,33,0,69.99,14.55,83.0,7.25,5
