full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,471,89.05,1992.91,6.54,33,0,69.07,18.8,82.38,7.12,5
Tanner Banks,179,89.43,2267.86,6.01,12,0,69.11,14.96,80.92,6.82,10
Luis Severino,558,91.9,2287.23,6.33,39,0,70.32,26.3,82.14,7.2,6
Bailey Ober,512,85.5,2135.3,7.33,42,0,69.94,20.5,81.02,7.44,6
Justin Steele,212,88.01,2429.26,6.25,10,0,70.25,11.99,81.47,7.14,3
Logan Webb,558,90.27,1977.14,6.88,26,0,69.07,5.54,83.49,6.91,6
Clarke Schmidt,360,89.47,2796.64,6.1,21,0,71.52,21.02,83.59,7.36,4
Ryan Feltner,516,89.38,2275.31,6.46,27,0,69.34,18.39,83.12,7.11,6
Bailey Falter,422,88.74,1963.25,7.17,18,0,69.77,20.01,82.87,6.97,5
Framber Valdez,474,88.09,2314.53,5.87,30,0,69.9,-1.96,82.18,7.24,5
Dean Kremer,518,88.16,2112.28,6.14,31,0,69.46,16.42,80.1,7.2,6
Cole Ragans,576,88.61,2446.7,6.19,40,0,69.95,16.51,80.61,7.44,6
Tobias Myers,518,88.34,2167.31,6.61,32,0,70.73,20.5,82.02,7.16,6
Logan Gilbert,581,90.4,1918.42,7.45,51,0,69.17,12.39,82.87,7.47,6
Tarik Skubal,476,92.47,2057.61,6.4,34,0,69.53,18.32,81.75,6.99,5
Bowden Francis,441,86.09,2090.33,6.77,22,0,70.51,23.37,82.98,7.38,5
Tanner Bibee,559,88.89,2433.98,6.53,37,0,69.07,22.46,82.07,7.06,6
Ryan Weathers,156,90.73,2223.63,5.87,7,0,71.97,18.82,83.86,7.54,2
Brayan Bello,563,91.34,2118.99,6.34,31,0,70.59,7.12,83.02,7.37,6
Mitchell Parker,495,87.41,1936.85,6.68,29,0,70.01,18.98,82.54,7.33,6
Spencer Schwellenbach,533,90.83,2197.03,6.81,28,0,70.79,19.16,81.51,7.28,6
Jonathan Cannon,549,88.86,2187.94,6.17,29,0,69.58,14.53,82.86,7.06,6
Carson Spiers,391,88.57,2439.28,6.6,16,0,69.15,21.1,82.59,7.25,7
Ryan Pepiot,483,91.26,2438.38,6.62,33,0,69.28,26.79,81.84,7.05,6
Jack Kochanowicz,396,94.01,2162.66,6.4,16,0,70.15,9.36,84.76,7.06,5
Mitch Spence,506,87.16,2508.51,6.16,24,0,70.46,7.79,83.07,7.45,6
Landon Knack,319,88.92,2545.29,5.76,21,0,69.41,28.03,83.99,6.94,4
Brandon Pfaadt,508,90.25,2556.56,6.66,37,0,70.26,15.11,83.64,7.27,6
Michael McGreevy,121,89.97,2248.89,6.69,9,0,69.34,4.49,83.3,6.84,2
