full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,433,84.36,2355.58,6.58,22,0,71.47,13.53,85.72,7.66,6
Michael Lorenzen,446,87.77,2321.45,5.94,19,0,69.55,19.13,84.65,7.26,5
Zack Wheeler,510,92.47,2467.52,7.19,38,0,70.46,21.03,81.38,7.02,5
Yusei Kikuchi,601,88.87,2190.26,6.72,36,0,71.59,20.59,84.08,7.23,6
Jacob deGrom,512,92.83,2527.05,6.76,34,0,70.02,19.86,84.76,7.4,6
Austin Gomber,157,82.06,1899.21,6.7,4,0,72.14,20.78,81.63,7.6,2
Nick Pivetta,536,87.06,2488.16,6.84,35,0,68.76,25.15,83.31,7.16,6
Jeffrey Springs,561,85.27,1984.13,6.29,31,0,69.8,20.1,82.57,7.49,6
Spencer Turnbull,125,86.29,2522.25,6.18,4,0,68.64,18.9,84.6,7.46,3
Max Fried,563,88.27,2449.43,6.49,37,0,69.66,11.97,82.37,7.02,6
Tomoyuki Sugano,525,87.64,2265.42,6.22,21,0,71.29,19.88,83.62,7.4,6
Jack Flaherty,566,86.66,2287.26,6.5,37,0,70.14,25.4,83.0,7.3,6
Joe Ryan,468,90.41,2318.33,6.69,29,0,69.68,23.3,81.38,7.06,5
Brady Singer,573,87.6,2396.27,6.93,24,0,70.5,14.58,83.99,7.15,6
Zac Gallen,562,88.61,2247.93,6.61,27,0,69.49,12.7,85.94,7.27,6
MacKenzie Gore,566,89.93,2250.39,6.91,38,0,69.0,21.91,83.38,7.01,6
Shane Baz,540,91.48,2485.33,6.42,29,0,70.36,17.45,84.8,7.18,6
Andre Pallante,518,90.97,2394.56,6.53,26,0,68.97,4.56,82.22,6.98,6
George Kirby,527,91.86,2171.62,6.5,33,0,69.68,22.83,82.48,7.06,6
Janson Junk,380,88.44,2357.74,6.61,25,0,69.8,18.14,83.58,7.08,6
Tanner Bibee,595,87.65,2426.54,6.62,40,0,69.01,14.39,81.81,7.36,6
Mike Burrows,460,88.56,2189.86,6.34,28,0,70.12,17.43,83.4,7.37,6
Hunter Brown,558,92.98,2212.2,6.67,42,0,69.14,13.15,81.28,6.93,6
Hunter Dobbins,405,89.71,2433.02,6.42,18,0,69.85,13.44,85.25,7.23,6
Grant Taylor,77,95.18,2536.81,7.34,6,0,68.22,18.69,85.85,6.4,5
Jacob Misiorowski,167,96.17,2511.4,7.66,11,0,70.03,26.45,81.13,7.02,2
Blade Tidwell,74,90.6,2469.07,6.69,4,0,68.58,27.55,84.15,7.19,1
Didier Fuentes,87,89.71,2348.89,6.75,3,0,70.56,19.97,87.15,6.84,1
Hayden Birdsong,458,89.96,2347.48,6.53,26,0,70.07,20.72,83.86,7.15,5
