full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kevin Gausman,601,91.17,2158.1,6.61,34,0,70.55,27.04,81.73,7.17,6
Austin Gomber,528,85.49,2279.29,6.78,20,0,71.0,16.06,83.72,7.52,6
Aaron Nola,579,87.7,2333.83,6.85,39,0,70.04,17.44,81.91,7.39,6
Anthony Banda,210,92.59,2171.14,6.38,13,0,68.54,17.08,81.66,6.98,13
Max Fried,591,87.04,2200.95,6.55,28,0,69.4,7.88,80.87,7.15,6
Aaron Civale,534,85.98,2671.76,5.68,30,0,70.53,21.82,81.17,7.37,6
Jack Flaherty,352,87.31,2349.7,6.57,25,0,69.66,19.32,82.92,7.41,4
Tanner Houck,549,87.93,2232.19,6.09,28,0,69.89,1.02,84.73,7.4,6
David Peterson,562,88.96,2127.28,7.1,26,0,69.23,8.89,83.75,6.99,6
Justin Steele,548,88.63,2484.5,6.35,38,0,70.66,15.92,80.99,6.99,6
Jordan Hicks,518,87.95,1858.63,6.56,24,0,69.81,8.61,84.18,7.55,6
Hunter Greene,600,92.7,2260.74,6.44,42,0,68.8,29.13,80.62,7.23,6
MacKenzie Gore,589,91.94,2299.61,7.02,35,0,68.86,21.45,80.34,7.08,6
Shane Baz,160,91.41,2367.26,6.54,11,0,70.61,21.4,87.7,7.12,2
Spencer Howard,301,88.08,2001.25,6.62,16,0,69.02,22.39,83.01,7.05,5
Jack Kochanowicz,60,91.94,2266.3,6.57,1,0,70.2,4.04,85.34,7.43,1
Brandon Pfaadt,490,90.6,2561.83,6.72,28,0,70.5,16.08,84.92,7.31,6
Paul Skenes,605,92.28,2159.76,6.4,51,0,69.68,12.41,83.2,7.35,6
