full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Miles Mikolas,429,87.66,2245.86,6.36,15,0,71.17,16.71,82.99,7.24,5
Jon Gray,255,91.22,2087.13,6.57,9,0,70.01,21.02,82.66,7.1,4
Austin Gomber,461,85.3,2271.16,6.78,22,0,70.86,12.09,84.13,7.5,5
Bailey Ober,456,87.0,2133.45,7.14,38,0,69.51,23.25,82.22,7.44,5
Alex Faedo,277,89.37,2399.35,6.03,17,0,67.94,16.71,81.48,7.42,11
Tanner Houck,440,87.47,2251.13,6.03,14,0,70.96,3.7,85.51,7.44,5
Mitch Keller,457,89.19,2518.1,6.58,22,0,69.8,18.51,83.39,7.07,5
David Peterson,451,88.8,2124.93,7.05,22,0,69.11,10.0,83.59,6.99,5
Kolby Allard,63,85.7,1957.98,6.1,1,0,68.91,20.8,84.63,7.02,1
Javier Assad,201,87.77,2063.47,6.64,7,0,70.84,19.97,84.71,7.34,3
Cole Ragans,508,88.76,2463.24,6.23,33,0,69.62,23.68,81.82,7.51,5
Kyle Tyler,337,85.41,2283.86,6.95,17,0,68.6,10.98,78.21,7.09,4
Hunter Greene,508,92.68,2312.47,6.46,35,0,68.6,29.04,80.62,7.22,5
Tobias Myers,448,88.68,2163.12,6.68,28,0,69.4,20.72,81.67,7.07,5
Erik Miller,176,92.15,2202.2,6.56,14,0,65.1,24.37,80.41,7.09,10
Osvaldo Bido,306,90.12,2231.44,6.35,17,0,70.04,20.02,81.14,7.51,7
Joey Cantillo,75,86.11,1885.21,7.39,3,0,69.29,21.26,84.17,7.67,1
Garrett Crochet,347,94.64,2544.87,6.95,30,0,69.15,13.8,81.47,6.9,5
Spencer Arrighetti,466,88.54,2416.77,7.03,29,0,70.15,20.13,82.38,7.39,5
Bryce Miller,442,91.08,2140.83,6.34,24,0,69.97,21.54,85.29,6.97,5
DJ Herz,352,89.91,2332.28,6.7,26,0,67.82,24.36,81.71,6.94,4
River Ryan,164,92.44,2381.87,6.54,10,0,70.5,17.84,79.92,7.15,2
