team,wins,losses,run_diff,streak,games_played,win_pct
NYY,51,25,125,L1,76,.671
BAL,48,25,113,W1,73,.658
BOS,40,35,47,W5,75,.533
TB,35,39,-71,W1,74,.473
TOR,35,39,-40,L3,74,.473
CLE,45,26,91,W1,71,.634
MIN,41,33,16,L1,74,.554
KC,41,34,55,L3,75,.547
DET,34,40,-12,L4,74,.459
CWS,20,55,-156,L1,75,.267
SEA,44,32,14,L1,76,.579
HOU,34,40,5,W1,74,.459
TEX,34,40,-16,W1,74,.459
LAA,29,45,-77,L2,74,.392
OAK,28,48,-86,W2,76,.368
PHI,49,25,101,L1,74,.662
ATL,41,31,46,W3,72,.569
WSH,36,37,-12,W1,73,.493
NYM,35,38,-7,L1,73,.479
MIA,25,49,-115,W2,74,.338
MIL,44,30,66,W2,74,.595
STL,36,37,-39,L2,73,.493
PIT,36,38,-25,W1,74,.486
CHC,36,39,-14,W2,75,.480
CIN,35,39,10,L1,74,.473
LAD,46,30,106,L1,76,.605
SD,38,40,11,W1,78,.487
ARI,36,38,6,L1,74,.486
SF,36,39,-26,L2,75,.480
COL,26,48,-116,W1,74,.351
