team,wins,losses,run_diff,streak,games_played,win_pct
NYY,93,66,152,W1,159,.585
BAL,88,71,71,L1,159,.553
BOS,80,79,8,L1,159,.503
TB,78,81,-63,L3,159,.491
TOR,74,85,-53,W1,159,.465
CLE,92,67,91,W2,159,.579
DET,85,74,45,W5,159,.535
KC,85,74,93,W3,159,.535
MIN,82,77,23,L1,159,.516
CWS,39,120,-311,W3,159,.245
HOU,86,73,87,L1,159,.541
SEA,82,77,64,W1,159,.516
TEX,75,84,-67,L1,159,.472
OAK,69,90,-116,W1,159,.434
LAA,63,96,-150,L3,159,.396
PHI,94,65,121,W1,159,.591
NYM,87,70,78,L1,157,.554
ATL,86,71,93,W3,157,.548
WSH,69,90,-112,L4,159,.434
MIA,59,100,-223,W1,159,.371
MIL,91,68,131,W1,159,.572
CHC,81,78,66,L1,159,.509
STL,81,78,-54,L1,159,.509
CIN,76,83,6,L3,159,.478
PIT,74,85,-79,L1,159,.465
LAD,95,64,137,W2,159,.597
SD,91,68,93,L2,159,.572
ARI,88,71,96,W1,159,.553
SF,79,80,1,L1,159,.497
COL,61,98,-228,W1,159,.384
