team,wins,losses,run_diff,streak,games_played,win_pct
NYY,94,68,147,W1,162,.580
BAL,91,71,87,W3,162,.562
BOS,81,81,4,W1,162,.500
TB,80,82,-59,L1,162,.494
TOR,74,88,-72,L3,162,.457
CLE,92,69,87,L2,161,.571
KC,86,76,91,W1,162,.531
DET,86,76,40,L2,162,.531
MIN,82,80,7,L4,162,.506
CWS,41,121,-306,W2,162,.253
HOU,88,73,91,W2,161,.547
SEA,85,77,69,W4,162,.525
TEX,78,84,-55,W3,162,.481
OAK,69,93,-121,L3,162,.426
LAA,63,99,-162,L6,162,.389
PHI,95,67,113,W1,162,.586
ATL,88,72,95,L1,160,.550
NYM,88,72,73,W1,160,.550
WSH,71,91,-104,L1,162,.438
MIA,62,100,-204,W4,162,.383
MIL,93,69,136,L1,162,.574
CHC,83,79,67,L1,162,.512
STL,83,79,-47,W1,162,.512
CIN,77,85,5,W1,162,.475
PIT,76,86,-74,L1,162,.469
LAD,98,64,156,W5,162,.605
SD,93,69,91,L1,162,.574
ARI,89,73,98,W1,162,.549
SF,80,82,-6,L1,162,.494
COL,61,101,-247,L3,162,.377
