full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Tyler Anderson,571,84.17,2141.25,5.99,22,0,71.05,18.92,84.61,7.53,6
Shawn Armstrong,189,91.08,2386.42,6.76,16,0,69.99,28.18,82.38,7.23,12
Andrew Heaney,492,85.94,2364.72,6.31,23,0,70.15,22.08,84.07,6.97,6
Kevin Gausman,564,89.31,2015.39,6.72,38,0,70.12,18.81,81.52,7.37,6
Jameson Taillon,510,86.39,2362.84,6.65,25,0,70.21,24.58,81.02,7.35,6
Trevor Williams,483,83.89,2132.53,6.93,20,0,71.03,23.22,83.55,7.02,6
Clay Holmes,555,88.5,2306.54,5.82,25,0,69.5,10.15,84.29,7.32,6
Erick Fedde,516,88.9,2122.15,6.66,23,0,69.1,18.57,82.34,7.04,6
Michael Wacha,446,86.14,1963.41,6.72,22,0,69.12,21.6,80.96,7.28,5
Freddy Peralta,581,91.4,2349.71,6.86,33,0,69.61,23.41,81.93,7.05,6
Drew Rasmussen,482,93.11,2503.55,6.58,27,0,69.67,16.06,85.28,6.82,6
Logan Webb,578,89.03,2084.22,6.76,44,0,68.79,14.4,83.23,6.96,6
Tyler Holton,197,87.35,2273.44,6.44,11,0,68.59,9.89,82.49,7.14,13
Chris Paddack,544,87.98,2047.39,6.93,23,0,69.35,19.62,83.6,7.09,6
Edward Cabrera,385,92.35,2268.34,6.53,30,0,69.7,11.13,84.0,7.47,5
Gavin Williams,595,90.16,2325.91,6.53,26,0,69.27,14.28,83.61,7.17,6
Ryne Nelson,456,91.59,2249.1,6.76,17,0,69.04,22.09,83.83,6.93,6
Tarik Skubal,573,93.47,2184.27,6.51,46,0,69.01,21.13,80.58,7.09,6
Spencer Strider,524,89.88,2290.57,6.97,39,0,69.06,20.5,84.58,7.38,6
Colton Gordon,427,85.82,2288.46,6.91,24,0,70.26,25.8,82.59,7.33,5
Mike Vasil,349,89.79,2250.27,6.27,21,0,68.98,13.31,83.74,6.94,7
Sean Burke,448,88.08,2489.0,7.08,27,0,69.81,26.59,82.98,7.23,5
Jacob Lopez,514,85.67,2203.9,6.96,40,0,69.93,29.51,80.78,7.46,6
Ryan Bergert,330,90.12,2473.89,6.53,17,0,70.05,27.29,83.98,7.26,4
Paul Skenes,593,92.97,2103.91,6.65,43,0,69.02,14.25,82.63,7.32,6
Michael McGreevy,177,88.5,2311.1,6.78,10,0,67.71,21.97,82.46,6.73,2
Chase Dollander,315,91.6,2519.75,6.22,10,0,70.98,19.22,84.61,7.0,4
Yoshinobu Yamamoto,590,90.1,2115.74,6.52,36,0,69.43,11.58,82.68,7.17,6
