team,wins,losses,run_diff,streak,games_played,win_pct
BAL,60,38,92,W3,98,.612
NYY,59,41,103,L1,100,.590
BOS,53,45,37,L2,98,.541
TB,49,49,-60,W1,98,.500
TOR,45,54,-68,L2,99,.455
CLE,59,38,85,L1,97,.608
MIN,54,43,43,L2,97,.557
KC,54,45,71,W2,99,.545
DET,49,50,-2,W4,99,.495
CWS,27,73,-188,L6,100,.270
HOU,52,46,54,W2,98,.531
SEA,52,48,14,L5,100,.520
TEX,46,52,-3,L2,98,.469
LAA,41,57,-103,L2,98,.418
OAK,39,61,-67,W3,100,.390
PHI,62,36,106,L3,98,.633
ATL,54,43,62,L1,97,.557
NYM,50,47,12,W1,97,.515
WSH,46,53,-34,W2,99,.465
MIA,34,64,-151,L1,98,.347
MIL,56,42,83,W2,98,.571
STL,51,47,-35,W1,98,.520
PIT,50,48,-5,W6,98,.510
CIN,47,52,34,L3,99,.475
CHC,47,53,-11,L2,100,.470
LAD,58,41,92,W2,99,.586
ARI,51,48,23,W2,99,.515
SD,51,50,12,W1,101,.505
SF,47,52,-32,L2,99,.475
COL,36,63,-164,W3,99,.364
