full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,591,87.95,2416.43,5.92,35,0,70.03,27.64,81.86,7.27,6
Kyle Gibson,560,86.69,2217.88,6.97,31,0,70.28,10.94,83.49,7.64,6
Tyler Anderson,563,84.16,2114.66,6.04,23,0,70.43,21.51,81.65,7.39,6
Nathan Eovaldi,108,90.33,1977.54,6.43,9,0,71.52,14.92,84.26,7.23,2
Zack Wheeler,592,91.87,2380.72,7.19,39,0,69.83,20.34,81.1,7.01,6
Kevin Gausman,492,90.57,2091.95,6.66,36,0,69.65,18.89,84.18,7.2,6
Tylor Megill,271,90.76,2077.58,7.51,20,0,68.67,20.0,83.75,7.04,3
Jared Koenig,263,90.21,2353.06,6.25,16,0,67.87,15.71,80.11,7.12,14
Matt Waldron,515,83.81,1381.61,6.58,37,0,69.26,20.0,81.42,7.15,6
Ryan Feltner,499,90.75,2290.38,6.35,19,0,69.52,15.07,83.45,7.06,6
MacKenzie Gore,567,92.0,2276.17,7.0,36,0,70.62,21.73,82.49,7.16,6
Erik Miller,235,90.24,2147.42,6.51,15,0,68.75,15.55,81.42,7.34,14
Ryne Nelson,530,90.58,2237.49,6.84,19,0,69.22,22.0,83.97,6.81,6
Tarik Skubal,552,92.11,2032.84,6.32,45,0,68.61,15.67,83.74,7.06,6
Andrew Abbott,549,88.36,2365.99,6.62,24,0,70.05,26.68,82.78,7.13,6
Grayson Rodriguez,352,90.42,2333.77,7.26,27,0,69.44,24.43,82.84,7.11,4
