full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,231,86.32,2410.07,6.42,16,0,,14.55,87.03,,3
Ryan Brasier,75,89.58,2305.99,6.69,4,0,,18.83,83.6,,5
Tyler Anderson,83,84.43,2095.41,6.12,10,0,,22.06,80.93,,2
Andrew Heaney,90,86.65,2425.83,6.54,7,0,,29.0,79.09,,1
Miles Mikolas,227,87.04,2175.96,6.23,14,0,,20.23,78.47,,4
Jakob Junis,47,87.95,2326.07,6.14,8,0,,16.67,80.07,,2
Adrian Houser,64,89.08,2123.55,6.62,6,0,,35.05,83.61,,1
Spencer Turnbull,176,87.78,2530.36,6.19,15,0,,9.17,83.3,,4
Kyle Freeland,196,88.82,2171.56,6.62,9,0,,10.49,86.4,,4
Cole Irvin,236,86.83,2015.76,6.42,6,0,,18.39,85.87,,3
Zach Eflin,164,87.42,2275.99,6.75,18,0,,12.53,84.03,,3
Alex Wood,174,87.07,1950.0,6.14,20,0,,24.74,83.95,,4
Logan Webb,193,87.99,2029.75,7.09,21,0,,6.48,78.96,,4
Casey Mize,141,90.04,2100.24,7.0,10,0,,18.23,82.19,,2
Framber Valdez,253,89.57,2280.21,6.04,18,0,,1.99,83.53,,3
Javier Assad,89,87.73,2029.16,6.62,13,0,,17.18,80.6,,3
Zac Gallen,325,87.72,2265.86,6.62,16,0,,14.62,82.85,,4
Graham Ashcraft,85,92.74,2403.27,5.6,11,0,,8.87,93.91,,2
Shane Bieber,166,88.43,2238.84,6.71,35,0,,13.6,83.23,,4
Garrett Crochet,180,92.07,2506.51,7.02,18,0,,20.37,83.28,,3
Brayan Bello,262,91.08,1967.56,6.28,20,0,,9.78,84.57,,4
Alec Marsh,76,89.06,2354.91,6.18,13,0,,23.53,80.91,,3
Louis Varland,244,91.49,2204.68,6.78,9,0,,13.55,83.34,,3
