team,wins,losses,run_diff,streak,games_played,win_pct
NYY,79,58,121,L2,137,.577
BAL,79,59,87,W1,138,.572
BOS,70,67,8,L2,137,.511
TB,67,69,-65,L1,136,.493
TOR,67,72,-52,L1,139,.482
CLE,78,59,72,W1,137,.569
MIN,74,62,51,W1,136,.544
KC,75,63,93,L5,138,.543
DET,70,68,17,W2,138,.507
CWS,31,107,-291,L10,138,.225
HOU,75,62,89,W5,137,.547
SEA,69,68,24,L2,137,.504
TEX,65,72,-45,W2,137,.474
OAK,59,78,-73,L2,137,.431
LAA,57,80,-127,W2,137,.416
PHI,81,56,110,W2,137,.591
ATL,74,63,61,L2,137,.540
NYM,73,64,41,W4,137,.533
WSH,61,76,-75,L3,137,.445
MIA,51,86,-185,W2,137,.372
MIL,80,57,133,L1,137,.584
CHC,71,66,52,W6,137,.518
STL,69,68,-52,W2,137,.504
CIN,65,73,11,W1,138,.471
PIT,63,73,-50,L1,136,.463
LAD,82,55,112,L1,137,.599
ARI,77,60,97,W1,137,.562
SD,78,61,67,W1,139,.561
SF,68,70,-20,L2,138,.493
COL,51,87,-211,L1,138,.370
