team,wins,losses,run_diff,streak,games_played,win_pct
BAL,61,43,79,L2,104,.587
NYY,61,45,100,W1,106,.575
BOS,55,49,25,L1,104,.529
TB,53,52,-51,W1,105,.505
TOR,49,56,-74,W2,105,.467
CLE,62,42,71,L1,104,.596
MIN,57,46,46,L1,103,.553
KC,57,48,75,L1,105,.543
DET,52,54,3,W1,106,.491
CWS,27,80,-215,L13,107,.252
HOU,55,49,55,W3,104,.529
SEA,55,51,22,W2,106,.519
TEX,51,54,4,L2,105,.486
LAA,45,60,-97,L3,105,.429
OAK,44,63,-63,W3,107,.411
PHI,65,39,115,W1,104,.625
ATL,55,48,49,W1,103,.534
NYM,55,49,23,L1,104,.529
WSH,49,56,-34,W2,105,.467
MIA,39,66,-138,W2,105,.371
MIL,59,45,76,L2,104,.567
STL,53,51,-49,L3,104,.510
PIT,52,52,-11,L2,104,.500
CIN,50,54,36,L1,104,.481
CHC,50,56,-11,W1,106,.472
LAD,62,44,90,L2,106,.585
SD,57,50,36,W7,107,.533
ARI,55,50,27,W4,105,.524
SF,52,55,-17,W3,107,.486
COL,38,68,-172,L3,106,.358
