game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_mlbam_id,home_team_lookup_player_name,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,home_team_total_pitches,home_team_recent_home_runs,home_team_recent_strikeouts,home_team_HR,home_team_SO,home_team_PA,home_team_AVG,home_team_SLG,away_team_mlbam_id,away_team_lookup_player_name,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,away_team_total_pitches,away_team_recent_home_runs,away_team_recent_strikeouts,away_team_HR,away_team_SO,away_team_PA,away_team_AVG,away_team_SLG,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct,winner,actual_winner
2024-07-20,RED SOX,DODGERS,BRAYAN BELLO,JUSTIN WROBLESKI,243.0,91.61,2333.88,5.24,13.0,0.0,70.02,33.13,84.57,6.94,3.0,415.0,91.67,2060.63,6.29,30.0,0.0,69.63,10.35,82.93,7.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-20,D-BACKS,CUBS,ZAC GALLEN,KYLE HENDRICKS,385.0,82.59,2276.61,5.62,12.0,0.0,70.83,15.39,79.75,7.44,5.0,439.0,88.94,2249.8,6.62,20.0,0.0,69.89,9.77,83.13,7.31,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-20,CARDINALS,BRAVES,SONNY GRAY,BRYCE ELDER,267.0,87.71,2223.55,5.82,14.0,0.0,70.66,7.0,82.81,7.68,3.0,449.0,88.43,2506.47,6.62,36.0,0.0,68.23,14.06,81.51,7.17,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-20,CARDINALS,BRAVES,SONNY GRAY,BRYCE ELDER,267.0,87.71,2223.55,5.82,14.0,0.0,70.66,7.0,82.81,7.68,3.0,449.0,88.43,2506.47,6.62,36.0,0.0,68.23,14.06,81.51,7.17,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-20,GIANTS,ROCKIES,LOGAN WEBB,KYLE FREELAND,420.0,88.79,2332.07,6.58,25.0,0.0,70.75,16.43,84.24,7.33,5.0,487.0,88.78,2033.61,7.09,28.0,0.0,68.84,10.56,81.5,7.03,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-20,ASTROS,MARINERS,FRAMBER VALDEZ,GEORGE KIRBY,551.0,92.03,2165.81,6.54,36.0,0.0,68.87,19.33,82.78,6.97,6.0,484.0,88.34,2348.5,5.9,32.0,0.0,70.14,0.84,83.97,7.35,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-19,D-BACKS,CUBS,RYNE NELSON,JUSTIN STEELE,453.0,88.71,2475.57,6.36,31.0,0.0,69.97,17.92,81.42,6.91,5.0,506.0,91.38,2228.89,6.7,27.0,0.0,68.47,20.73,82.9,6.79,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-19,PHILLIES,PIRATES,AARON NOLA,MARTIN PEREZ,,,,,,,,,,,,474.0,87.4,2359.4,6.82,36.0,0.0,70.05,16.35,81.82,7.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-19,REDS,NATIONALS,FRANKIE MONTAS,PATRICK CORBIN,549.0,85.21,2175.58,6.75,30.0,0.0,70.89,10.04,83.8,7.65,6.0,449.0,91.57,2171.36,5.96,23.0,0.0,70.55,21.33,82.09,7.37,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-19,RAYS,YANKEES,ZACH EFLIN,GERRIT COLE,523.0,91.73,2434.93,6.25,34.0,0.0,69.18,23.92,82.5,7.01,6.0,475.0,86.98,2256.13,6.55,26.0,0.0,68.92,11.62,80.43,7.27,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-19,TIGERS,BLUE JAYS,JACK FLAHERTY,CHRIS BASSITT,495.0,87.16,2145.58,6.45,24.0,0.0,69.42,20.96,82.58,6.97,5.0,377.0,87.14,2368.27,6.56,27.0,0.0,69.75,18.71,81.49,7.49,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-19,METS,MARLINS,SEAN MANAEA,EDWARD CABRERA,226.0,92.06,2139.46,6.6,12.0,0.0,70.97,16.0,87.22,7.37,3.0,549.0,87.39,1999.23,7.17,30.0,0.0,69.92,21.31,82.75,6.98,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-19,PADRES,GUARDIANS,MATT WALDRON,TANNER BIBEE,588.0,88.04,2457.54,6.62,39.0,0.0,68.48,26.32,80.68,7.03,6.0,568.0,82.12,1301.07,6.62,29.0,0.0,69.21,17.09,81.99,7.28,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-19,ORIOLES,RANGERS,CORBIN BURNES,NATHAN EOVALDI,550.0,89.94,1991.28,6.6,30.0,0.0,69.78,12.21,84.73,7.2,6.0,470.0,89.94,2714.17,6.55,27.0,0.0,69.32,14.86,82.86,7.45,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIOLES,ORIOLES
2024-07-19,WHITE SOX,ROYALS,CHRIS FLEXEN,MICHAEL WACHA,449.0,86.65,1932.54,6.82,29.0,0.0,68.25,14.9,79.96,7.34,5.0,567.0,85.78,2188.98,6.34,24.0,0.0,69.5,18.28,80.93,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-19,GIANTS,ROCKIES,KYLE HARRISON,CAL QUANTRILL,439.0,89.27,1933.39,6.47,24.0,0.0,69.86,13.36,82.16,7.09,5.0,248.0,87.54,2081.21,6.72,11.0,0.0,69.25,17.42,83.3,6.99,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-19,ASTROS,MARINERS,HUNTER BROWN,LUIS CASTILLO,,,,,,,,,,,,582.0,93.22,2185.29,6.62,34.0,0.0,69.54,18.82,80.24,6.84,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-19,RED SOX,DODGERS,NICK PIVETTA,GAVIN STONE,414.0,91.77,2029.65,6.63,23.0,0.0,69.37,12.46,82.39,7.28,5.0,546.0,88.42,2425.41,6.81,47.0,0.0,69.33,24.77,81.84,7.04,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-14,YANKEES,ORIOLES,CARLOS RODON,DEAN KREMER,251.0,87.95,2040.38,6.24,15.0,0.0,69.41,20.01,81.28,7.32,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIOLES,ORIOLES
2024-07-14,ROYALS,RED SOX,BRADY SINGER,BRAYAN BELLO,513.0,91.52,2075.9,6.29,34.0,0.0,69.36,7.78,82.5,7.21,6.0,519.0,87.14,2322.39,6.98,26.0,0.0,69.77,10.76,81.37,7.43,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED SOX,RED SOX
2024-07-14,GUARDIANS,RAYS,BEN LIVELY,RYAN PEPIOT,521.0,90.96,2448.06,6.7,26.0,0.0,68.2,23.73,82.06,7.15,6.0,495.0,86.18,1953.59,6.78,30.0,0.0,69.24,18.93,83.81,7.04,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-14,ROCKIES,METS,GERMAN MARQUEZ,JOSE QUINTANA,568.0,85.77,1997.08,6.57,35.0,0.0,68.14,13.79,82.05,7.23,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-14,DODGERS,TIGERS,BRENT HONEYWELL,BEAU BRIESKE,289.0,91.23,2363.76,6.12,20.0,0.0,70.11,14.92,83.23,7.52,11.0,97.0,89.01,2274.03,6.11,3.0,0.0,68.82,24.74,81.72,6.76,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-14,MARLINS,REDS,TREVOR ROGERS,NICK LODOLO,313.0,90.08,2394.55,6.17,19.0,0.0,70.12,16.93,84.62,7.23,4.0,564.0,88.67,2225.0,6.8,27.0,0.0,71.3,16.28,82.91,7.25,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-14,NATIONALS,BREWERS,JAKE IRVIN,ROB ZASTRYZNY,66.0,88.58,2501.32,6.7,4.0,0.0,68.88,28.0,78.91,7.23,6.0,570.0,88.19,2441.9,7.14,29.0,0.0,69.23,18.34,82.79,7.03,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWERS,BREWERS
2024-07-14,RANGERS,ASTROS,MAX SCHERZER,RONEL BLANCO,566.0,87.7,1997.16,6.85,33.0,0.0,69.63,15.44,81.81,7.48,6.0,390.0,87.02,2275.56,6.27,23.0,0.0,69.31,27.37,82.45,7.29,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-14,PIRATES,WHITE SOX,MITCH KELLER,JARED SHUSTER,233.0,88.31,2043.84,6.52,10.0,0.0,70.14,12.58,80.99,7.27,9.0,450.0,88.81,2521.74,6.54,27.0,0.0,69.17,16.7,81.83,7.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-14,CUBS,CARDINALS,JAMESON TAILLON,MILES MIKOLAS,525.0,88.02,2244.28,6.35,18.0,0.0,70.69,20.1,82.89,7.1,6.0,535.0,87.27,2457.63,6.66,35.0,0.0,70.65,23.97,83.77,7.42,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-14,TWINS,GIANTS,CHRIS PADDACK,BLAKE SNELL,153.0,89.83,2335.48,6.88,11.0,0.0,68.85,23.31,82.68,7.19,2.0,296.0,86.61,2063.55,6.83,12.0,0.0,70.53,15.59,86.52,7.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-14,MARINERS,ANGELS,LOGAN GILBERT,CARSON FULMER,290.0,90.26,2082.54,6.36,20.0,0.0,70.99,11.95,84.53,7.37,9.0,547.0,90.36,1786.8,7.56,40.0,0.0,68.37,15.79,83.8,7.32,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-14,BRAVES,PADRES,CHRIS SALE,RANDY VASQUEZ,,,,,,,,,,,,587.0,88.02,2225.76,6.37,48.0,0.0,68.89,18.07,79.52,7.36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-14,BLUE JAYS,D-BACKS,YUSEI KIKUCHI,ZAC GALLEN,337.0,89.08,2287.26,6.67,16.0,0.0,69.96,9.57,83.79,7.32,4.0,507.0,91.15,2290.35,6.95,41.0,0.0,69.21,24.49,84.6,7.04,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-13,DODGERS,TIGERS,JUSTIN WROBLESKI,KEIDER MONTERO,339.0,87.92,2390.52,6.43,17.0,0.0,69.03,17.05,84.91,7.21,4.0,160.0,91.1,2319.88,5.19,8.0,0.0,69.44,28.85,84.08,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-13,PIRATES,WHITE SOX,LUIS L ORTIZ,CHRIS FLEXEN,545.0,85.9,2179.13,6.35,22.0,0.0,69.73,19.55,81.7,7.28,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-13,CUBS,CARDINALS,HAYDEN WESNESKI,LANCE LYNN,527.0,90.61,2457.03,6.44,29.0,0.0,71.18,20.88,84.18,7.06,6.0,427.0,89.36,2336.9,7.03,23.0,0.0,68.22,17.78,84.09,7.19,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-13,CUBS,CARDINALS,HAYDEN WESNESKI,LANCE LYNN,527.0,90.61,2457.03,6.44,29.0,0.0,71.18,20.88,84.18,7.06,6.0,427.0,89.36,2336.9,7.03,23.0,0.0,68.22,17.78,84.09,7.19,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-13,YANKEES,ORIOLES,LUIS GIL,GRAYSON RODRIGUEZ,580.0,88.89,2253.86,7.28,41.0,0.0,69.78,11.87,83.75,7.31,6.0,512.0,93.55,2221.07,6.81,28.0,0.0,71.35,20.58,85.48,7.28,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-13,GUARDIANS,RAYS,GAVIN WILLIAMS,ZACK LITTELL,464.0,86.79,1853.78,6.22,25.0,0.0,70.36,20.57,83.93,7.41,6.0,257.0,91.47,2332.54,7.17,9.0,0.0,68.5,21.77,84.18,7.03,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-13,ROCKIES,METS,RYAN FELTNER,CHRISTIAN SCOTT,258.0,90.0,2174.98,7.08,10.0,0.0,71.11,28.21,83.78,7.11,3.0,535.0,89.2,2303.99,6.5,32.0,0.0,70.17,15.69,81.49,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-13,NATIONALS,BREWERS,MITCHELL PARKER,DALLAS KEUCHEL,308.0,85.59,1994.16,5.8,11.0,0.0,71.71,6.0,83.57,7.56,4.0,496.0,88.4,2064.36,6.82,30.0,0.0,70.51,24.63,81.15,7.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-13,RANGERS,ASTROS,NATHAN EOVALDI,SPENCER ARRIGHETTI,492.0,88.19,2447.75,7.04,32.0,0.0,69.0,18.19,81.39,7.35,6.0,549.0,90.01,1976.48,6.59,34.0,0.0,69.86,10.76,84.02,7.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-13,MARLINS,REDS,EDWARD CABRERA,ANDREW ABBOTT,568.0,88.67,2381.77,6.62,29.0,0.0,69.87,26.04,81.0,7.16,6.0,145.0,92.03,2135.71,6.6,11.0,0.0,70.62,17.6,88.15,7.34,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-13,ROYALS,RED SOX,SETH LUGO,KUTTER CRAWFORD,426.0,87.13,2313.65,6.15,33.0,0.0,70.17,25.96,84.37,7.33,6.0,567.0,87.19,2580.47,5.98,41.0,0.0,69.99,11.51,81.15,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED SOX,RED SOX
2024-07-13,TWINS,GIANTS,SIMEON WOODS RICHARDSON,HAYDEN BIRDSONG,349.0,90.57,2187.94,6.47,18.0,0.0,67.39,16.36,81.72,7.06,4.0,530.0,87.55,2268.31,6.76,29.0,0.0,69.7,23.97,83.03,7.15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-13,BRAVES,PADRES,REYNALDO LOPEZ,DYLAN CEASE,591.0,90.89,2663.98,6.29,48.0,0.0,67.63,23.88,80.76,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PADRES,PADRES
2024-07-13,CUBS,CARDINALS,JAVIER ASSAD,KYLE GIBSON,447.0,86.59,2211.14,6.97,29.0,0.0,70.2,12.92,81.03,7.48,5.0,226.0,87.98,2063.25,6.6,7.0,0.0,71.15,15.88,89.18,7.13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-13,CUBS,CARDINALS,JAVIER ASSAD,KYLE GIBSON,447.0,86.59,2211.14,6.97,29.0,0.0,70.2,12.92,81.03,7.48,5.0,226.0,87.98,2063.25,6.6,7.0,0.0,71.15,15.88,89.18,7.13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-13,MARINERS,ANGELS,GEORGE KIRBY,JOSE SORIANO,,,,,,,,,,,,542.0,92.25,2164.55,6.55,37.0,0.0,68.01,19.62,82.39,6.82,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-13,BLUE JAYS,D-BACKS,JOSE BERRIOS,YILBER DIAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-12,DODGERS,TIGERS,JAMES PAXTON,TARIK SKUBAL,546.0,91.98,2049.59,6.38,44.0,0.0,69.53,17.88,82.03,7.2,6.0,435.0,87.66,2005.48,6.38,22.0,0.0,69.55,24.23,84.35,7.12,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-12,GUARDIANS,RAYS,CARLOS CARRASCO,TAJ BRADLEY,570.0,92.43,2041.64,6.54,46.0,0.0,69.21,17.19,82.91,7.05,6.0,489.0,87.56,2128.49,6.59,26.0,0.0,69.77,12.16,82.7,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-12,YANKEES,ORIOLES,GERRIT COLE,CADE POVICH,504.0,86.82,2327.93,6.35,21.0,0.0,70.11,22.67,83.06,7.33,6.0,420.0,91.68,2435.35,6.26,26.0,0.0,69.76,24.01,82.65,6.98,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-12,ROCKIES,METS,TANNER GORDON,SEAN MANAEA,555.0,87.34,2032.22,7.3,36.0,0.0,69.35,22.24,82.49,6.98,6.0,159.0,88.23,2194.96,6.35,7.0,0.0,69.31,24.82,83.79,7.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-12,MARLINS,REDS,YONNY CHIRINOS,CARSON SPIERS,466.0,87.86,2323.0,6.7,26.0,0.0,69.01,16.34,82.24,7.09,5.0,426.0,88.79,2132.14,6.15,21.0,0.0,69.63,24.63,81.44,7.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-12,ROYALS,RED SOX,COLE RAGANS,COOPER CRISWELL,192.0,82.72,2168.77,6.98,7.0,0.0,70.34,18.24,80.57,7.4,2.0,613.0,89.15,2468.61,6.19,43.0,0.0,69.2,20.07,82.1,7.44,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-12,NATIONALS,BREWERS,JACKSON RUTLEDGE,FREDDY PERALTA,600.0,89.82,2244.39,6.66,38.0,0.0,69.11,22.41,82.02,7.15,6.0,89.0,90.16,2113.21,6.32,6.0,0.0,65.73,21.45,81.9,7.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-12,RANGERS,ASTROS,ANDREW HEANEY,HUNTER BROWN,576.0,93.13,2205.86,6.6,38.0,0.0,69.39,17.18,80.31,6.89,6.0,529.0,87.07,2419.23,6.38,39.0,0.0,69.68,21.15,82.24,7.37,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-12,PIRATES,WHITE SOX,MARCO GONZALES,GARRETT CROCHET,487.0,94.9,2511.81,6.96,47.0,0.0,69.61,18.01,82.95,6.93,6.0,60.0,83.21,2130.18,6.49,4.0,0.0,72.41,7.22,86.6,7.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-12,CUBS,CARDINALS,KYLE HENDRICKS,SONNY GRAY,530.0,88.34,2577.44,6.6,39.0,0.0,68.87,11.64,81.24,7.19,6.0,434.0,82.82,2256.99,5.63,19.0,0.0,69.55,16.39,79.11,7.35,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-12,MARINERS,ANGELS,BRYAN WOO,TYLER ANDERSON,591.0,83.9,2071.69,6.12,28.0,0.0,70.28,19.48,81.53,7.48,6.0,190.0,92.88,2243.61,6.74,5.0,0.0,68.73,20.39,83.67,6.87,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-12,BRAVES,PADRES,SPENCER SCHWELLENBACH,MATT WALDRON,569.0,82.02,1337.2,6.6,26.0,0.0,70.07,17.3,81.19,7.32,6.0,524.0,88.99,2161.71,6.89,32.0,0.0,69.44,9.29,81.1,7.34,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-12,BLUE JAYS,D-BACKS,YARIEL RODRIGUEZ,RYNE NELSON,505.0,91.12,2234.2,6.73,26.0,0.0,68.23,22.02,83.11,6.79,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-12,TWINS,GIANTS,JOE RYAN,KYLE HARRISON,155.0,87.73,2040.94,6.75,5.0,0.0,69.02,18.96,83.14,7.07,2.0,582.0,90.72,2271.45,6.73,39.0,0.0,70.06,24.69,81.59,7.05,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-11,NATIONALS,METS,MACKENZIE GORE,DAVID PETERSON,562.0,88.96,2127.28,7.1,26.0,0.0,69.23,8.89,83.75,6.99,6.0,589.0,91.94,2299.61,7.02,35.0,0.0,68.86,21.45,80.34,7.08,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-11,GUARDIANS,TIGERS,SPENCER HOWARD,JACK FLAHERTY,352.0,87.31,2349.7,6.57,25.0,0.0,69.66,19.32,82.92,7.41,4.0,301.0,88.08,2001.25,6.62,16.0,0.0,69.02,22.39,83.01,7.05,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-11,ROCKIES,REDS,AUSTIN GOMBER,HUNTER GREENE,600.0,92.7,2260.74,6.44,42.0,0.0,68.8,29.13,80.62,7.23,6.0,528.0,85.49,2279.29,6.78,20.0,0.0,71.0,16.06,83.72,7.52,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-11,PIRATES,BREWERS,PAUL SKENES,AARON CIVALE,534.0,85.98,2671.76,5.68,30.0,0.0,70.53,21.82,81.17,7.37,6.0,605.0,92.28,2159.76,6.4,51.0,0.0,69.68,12.41,83.2,7.35,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-11,BLUE JAYS,GIANTS,KEVIN GAUSMAN,JORDAN HICKS,518.0,87.95,1858.63,6.56,24.0,0.0,69.81,8.61,84.18,7.55,6.0,601.0,91.17,2158.1,6.61,34.0,0.0,70.55,27.04,81.73,7.17,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-11,DODGERS,PHILLIES,ANTHONY BANDA,AARON NOLA,579.0,87.7,2333.83,6.85,39.0,0.0,70.04,17.44,81.91,7.39,6.0,210.0,92.59,2171.14,6.38,13.0,0.0,68.54,17.08,81.66,6.98,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-11,CUBS,ORIOLES,JUSTIN STEELE,ALBERT SUAREZ,,,,,,,,,,,,548.0,88.63,2484.5,6.35,38.0,0.0,70.66,15.92,80.99,6.99,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-11,YANKEES,RAYS,NESTOR CORTES,SHANE BAZ,160.0,91.41,2367.26,6.54,11.0,0.0,70.61,21.4,87.7,7.12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-11,MARLINS,ASTROS,RODDERY MUNOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-11,MARINERS,ANGELS,LUIS CASTILLO,JACK KOCHANOWICZ,60.0,91.94,2266.3,6.57,1.0,0.0,70.2,4.04,85.34,7.43,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-11,BRAVES,D-BACKS,MAX FRIED,BRANDON PFAADT,490.0,90.6,2561.83,6.72,28.0,0.0,70.5,16.08,84.92,7.31,6.0,591.0,87.04,2200.95,6.55,28.0,0.0,69.4,7.88,80.87,7.15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-10,ROYALS,CARDINALS,ALEC MARSH,ANDRE PALLANTE,392.0,91.83,2311.12,6.57,24.0,0.0,69.31,3.73,82.19,7.01,5.0,540.0,89.87,2405.19,6.14,29.0,0.0,70.04,17.7,84.49,7.33,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-10,ROYALS,CARDINALS,ALEC MARSH,ANDRE PALLANTE,392.0,91.83,2311.12,6.57,24.0,0.0,69.31,3.73,82.19,7.01,5.0,540.0,89.87,2405.19,6.14,29.0,0.0,70.04,17.7,84.49,7.33,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
