game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_mlbam_id,home_team_lookup_player_name,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,home_team_total_pitches,home_team_recent_home_runs,home_team_recent_strikeouts,home_team_HR,home_team_SO,home_team_PA,home_team_AVG,home_team_SLG,away_team_mlbam_id,away_team_lookup_player_name,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,away_team_total_pitches,away_team_recent_home_runs,away_team_recent_strikeouts,away_team_HR,away_team_SO,away_team_PA,away_team_AVG,away_team_SLG,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct,winner,actual_winner
2024-07-27,BRAVES,METS,SPENCER SCHWELLENBACH,TYLOR MEGILL,196.0,90.84,2114.21,7.33,10.0,0.0,68.36,14.21,82.95,7.26,2.0,447.0,89.81,2141.22,6.8,35.0,0.0,70.12,13.38,82.79,7.47,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-27,GUARDIANS,PHILLIES,CARLOS CARRASCO,TYLER PHILLIPS,322.0,87.58,2261.49,6.44,19.0,0.0,71.45,8.91,84.12,7.46,4.0,420.0,87.33,2094.9,6.65,25.0,0.0,70.08,14.12,83.02,7.42,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-27,TWINS,TIGERS,JOE RYAN,TARIK SKUBAL,481.0,92.15,2037.69,6.41,42.0,0.0,69.4,16.58,83.22,7.13,5.0,484.0,89.87,2285.58,6.68,38.0,0.0,69.38,19.9,80.91,7.04,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-27,ROCKIES,GIANTS,RYAN FELTNER,BLAKE SNELL,339.0,89.58,2365.76,6.88,30.0,0.0,68.3,21.09,83.35,7.41,4.0,455.0,88.37,2261.7,6.52,28.0,0.0,70.03,15.04,82.19,7.22,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-27,ROCKIES,GIANTS,RYAN FELTNER,BLAKE SNELL,339.0,89.58,2365.76,6.88,30.0,0.0,68.3,21.09,83.35,7.41,4.0,455.0,88.37,2261.7,6.52,28.0,0.0,70.03,15.04,82.19,7.22,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-27,ROCKIES,GIANTS,TANNER GORDON,HAYDEN BIRDSONG,456.0,89.38,2296.89,6.46,33.0,0.0,67.34,15.46,80.9,7.22,5.0,238.0,88.45,2176.83,6.4,12.0,0.0,69.48,22.31,83.76,7.19,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-27,ROCKIES,GIANTS,TANNER GORDON,HAYDEN BIRDSONG,456.0,89.38,2296.89,6.46,33.0,0.0,67.34,15.46,80.9,7.22,5.0,238.0,88.45,2176.83,6.4,12.0,0.0,69.48,22.31,83.76,7.19,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-27,MARLINS,BREWERS,MAX MEYER,AARON CIVALE,478.0,86.12,2627.3,5.72,23.0,0.0,69.56,20.79,80.81,7.32,5.0,85.0,91.51,2423.34,6.36,3.0,0.0,70.38,25.84,80.5,7.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-27,CUBS,ROYALS,SHOTA IMANAGA,SETH LUGO,480.0,87.35,2576.01,6.03,28.0,0.0,70.47,13.87,82.09,7.23,5.0,456.0,87.49,2087.02,6.32,30.0,0.0,71.09,27.65,80.94,7.48,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-27,DODGERS,ASTROS,JUSTIN WROBLESKI,RONEL BLANCO,573.0,87.93,2023.35,6.76,35.0,0.0,70.22,18.55,81.48,7.57,6.0,325.0,91.7,2344.59,5.25,15.0,0.0,69.65,30.57,83.96,6.94,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-27,NATIONALS,CARDINALS,JAKE IRVIN,KYLE GIBSON,469.0,86.11,2215.08,6.98,25.0,0.0,70.6,14.93,81.29,7.55,5.0,571.0,88.81,2424.62,7.16,29.0,0.0,69.6,20.35,83.5,7.07,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-27,MARINERS,WHITE SOX,BRYAN WOO,ERICK FEDDE,358.0,89.27,2104.83,6.65,17.0,0.0,69.71,23.27,81.83,6.99,4.0,209.0,91.9,2233.37,6.72,9.0,0.0,68.26,14.73,81.51,6.83,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-27,YANKEES,RED SOX,MARCUS STROMAN,KUTTER CRAWFORD,390.0,87.39,2280.34,6.13,22.0,0.0,70.56,23.33,84.62,7.36,5.0,418.0,86.05,2376.97,5.59,15.0,0.0,70.01,12.12,80.98,7.29,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-27,PIRATES,D-BACKS,MARCO GONZALES,BRANDON PFAADT,402.0,90.41,2579.3,6.7,29.0,0.0,70.63,19.04,84.97,7.36,5.0,211.0,84.27,2140.3,6.42,9.0,0.0,71.5,19.34,83.23,7.47,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-26,GUARDIANS,PHILLIES,BEN LIVELY,CRISTOPHER SANCHEZ,,,,,,,,,,,,512.0,86.06,1945.25,6.81,30.0,0.0,69.33,19.86,84.52,7.02,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-26,TWINS,TIGERS,PABLO LOPEZ,KEIDER MONTERO,507.0,87.94,2412.22,6.4,25.0,0.0,69.75,19.73,84.82,7.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-26,REDS,RAYS,NICK LODOLO,SHANE BAZ,322.0,90.96,2372.7,6.56,19.0,0.0,70.56,21.96,86.39,7.15,4.0,338.0,90.64,2333.35,6.18,21.0,0.0,68.84,16.69,83.03,7.13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-26,PADRES,ORIOLES,ADAM MAZUR,GRAYSON RODRIGUEZ,586.0,88.88,2232.56,7.28,37.0,0.0,69.11,13.76,83.72,7.17,6.0,199.0,89.2,2189.1,5.92,11.0,0.0,70.45,22.17,87.36,7.32,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PADRES,PADRES
2024-07-26,RANGERS,BLUE JAYS,ANDREW HEANEY,YUSEI KIKUCHI,555.0,91.83,2256.94,6.96,44.0,0.0,68.7,22.74,83.19,6.93,6.0,452.0,87.7,2396.06,6.49,30.0,0.0,70.63,22.0,80.65,7.32,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-26,BRAVES,METS,CHARLIE MORTON,KODAI SENGA,73.0,89.21,2024.71,6.45,9.0,0.0,69.61,17.78,85.51,7.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-26,YANKEES,RED SOX,NESTOR CORTES,BRAYAN BELLO,443.0,91.72,2064.44,6.29,32.0,0.0,70.21,10.51,83.32,7.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED SOX,RED SOX
2024-07-26,MARLINS,BREWERS,TREVOR ROGERS,FREDDY PERALTA,498.0,89.82,2214.29,6.6,30.0,0.0,69.59,23.5,81.81,7.2,5.0,573.0,88.71,2224.22,6.78,25.0,0.0,71.39,18.18,83.1,7.32,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-26,CUBS,ROYALS,KYLE HENDRICKS,BRADY SINGER,532.0,87.68,2335.95,7.04,29.0,0.0,69.31,15.09,81.28,7.27,6.0,375.0,83.18,2261.97,5.63,12.0,0.0,70.93,16.04,79.93,7.42,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-26,DODGERS,ASTROS,GAVIN STONE,FRAMBER VALDEZ,476.0,88.17,2378.0,5.91,34.0,0.0,69.68,1.5,83.89,7.45,5.0,436.0,91.91,2055.31,6.6,19.0,0.0,69.44,11.06,82.4,7.27,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-26,MARINERS,WHITE SOX,GEORGE KIRBY,DREW THORPE,390.0,85.32,2269.56,6.37,16.0,0.0,70.56,23.63,78.72,7.54,5.0,554.0,91.94,2154.96,6.49,38.0,0.0,68.57,19.43,82.31,6.95,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-26,NATIONALS,CARDINALS,MACKENZIE GORE,SONNY GRAY,459.0,88.34,2485.2,6.63,35.0,0.0,67.44,12.93,83.03,7.12,5.0,446.0,91.71,2272.48,7.04,22.0,0.0,69.96,20.82,81.97,7.19,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-26,PIRATES,D-BACKS,LUIS L ORTIZ,ZAC GALLEN,541.0,88.68,2251.7,6.63,26.0,0.0,70.45,9.45,82.44,7.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-26,ROCKIES,GIANTS,KYLE FREELAND,KYLE HARRISON,354.0,87.42,2084.29,6.68,22.0,0.0,69.55,18.32,82.69,7.03,4.0,434.0,88.37,2310.0,6.6,29.0,0.0,71.74,17.81,84.97,7.45,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-25,PADRES,NATIONALS,DYLAN CEASE,PATRICK CORBIN,471.0,84.69,2189.34,6.74,25.0,0.0,69.8,10.06,82.88,7.63,5.0,606.0,91.49,2703.12,6.33,52.0,0.0,67.09,18.23,80.51,7.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PADRES,PADRES
2024-07-25,ORIOLES,MARLINS,CORBIN BURNES,RODDERY MUNOZ,,,,,,,,,,,,476.0,89.61,2688.33,6.57,27.0,0.0,68.8,12.8,82.22,7.38,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIOLES,ORIOLES
2024-07-25,TIGERS,GUARDIANS,TYLER HOLTON,GAVIN WILLIAMS,446.0,91.05,2317.24,7.21,23.0,0.0,68.26,20.58,83.17,6.94,5.0,281.0,87.18,2249.9,6.46,14.0,0.0,68.52,12.58,81.63,7.21,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-25,WHITE SOX,RANGERS,JONATHAN CANNON,MAX SCHERZER,471.0,86.69,2256.82,6.28,29.0,0.0,69.04,25.25,81.58,7.25,6.0,456.0,89.14,2166.99,6.07,15.0,0.0,70.04,16.59,83.96,7.09,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-25,RAYS,BLUE JAYS,TAJ BRADLEY,CHRIS BASSITT,490.0,86.82,2152.27,6.43,28.0,0.0,69.43,21.45,80.73,6.93,5.0,457.0,92.15,2064.0,6.49,36.0,0.0,69.31,19.02,82.98,7.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-25,GIANTS,DODGERS,LOGAN WEBB,CLAYTON KERSHAW,72.0,85.83,2304.94,6.14,6.0,0.0,70.34,22.67,92.8,7.42,1.0,471.0,89.1,2038.69,7.03,24.0,0.0,69.21,8.59,82.74,6.99,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-25,BRAVES,METS,CHRIS SALE,LUIS SEVERINO,448.0,92.27,2248.24,6.47,23.0,0.0,69.93,16.86,81.09,7.03,5.0,481.0,87.9,2211.65,6.38,42.0,0.0,69.32,16.59,79.81,7.31,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-24,PHILLIES,TWINS,AARON NOLA,STEVEN OKERT,112.0,87.01,2350.62,6.44,7.0,0.0,67.89,17.76,76.46,7.24,8.0,572.0,87.26,2359.84,6.84,42.0,0.0,70.12,16.94,81.0,7.44,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-24,RED SOX,ROCKIES,NICK PIVETTA,CAL QUANTRILL,427.0,89.2,1895.93,6.45,22.0,0.0,70.02,15.04,82.97,7.15,5.0,526.0,88.47,2415.77,6.79,48.0,0.0,69.32,25.17,81.74,7.09,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-24,ORIOLES,MARLINS,CHAYCE MCDERMOTT,EDWARD CABRERA,316.0,92.03,2119.59,6.63,18.0,0.0,70.87,15.36,86.29,7.33,4.0,82.0,87.65,2088.77,6.89,3.0,0.0,67.32,20.9,83.35,7.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-24,METS,YANKEES,SEAN MANAEA,GERRIT COLE,561.0,91.71,2440.58,6.26,33.0,0.0,69.19,22.35,82.93,7.04,6.0,557.0,87.47,1990.56,7.21,28.0,0.0,69.97,20.58,82.95,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-24,WHITE SOX,RANGERS,CHRIS FLEXEN,NATHAN EOVALDI,550.0,90.06,1990.16,6.58,34.0,0.0,69.46,10.65,84.42,7.17,6.0,576.0,85.86,2194.4,6.33,21.0,0.0,70.04,20.09,81.8,7.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-22,RAYS,YANKEES,ZACK LITTELL,CARLOS RODON,,,,,,,,,,,,412.0,87.34,1825.75,6.22,24.0,0.0,70.72,19.43,84.72,7.35,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-22,CARDINALS,PIRATES,ANDRE PALLANTE,MITCH KELLER,464.0,89.42,2532.8,6.56,22.0,0.0,69.6,17.03,83.44,7.13,5.0,377.0,91.82,2306.35,6.66,18.0,0.0,69.51,4.94,80.95,6.94,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-22,METS,MARLINS,DAVID PETERSON,YONNY CHIRINOS,428.0,88.77,2163.82,6.15,19.0,0.0,70.55,24.04,81.85,7.11,5.0,466.0,89.03,2125.32,7.1,23.0,0.0,68.81,6.75,83.78,6.99,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-22,TIGERS,GUARDIANS,TARIK SKUBAL,CARLOS CARRASCO,425.0,87.42,2139.72,6.66,23.0,0.0,70.09,15.02,83.45,7.35,5.0,476.0,92.27,2030.53,6.4,41.0,0.0,69.07,15.47,82.68,7.11,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-22,REDS,BRAVES,HUNTER GREENE,REYNALDO LOPEZ,,,,,,,,,,,,501.0,92.65,2286.29,6.44,35.0,0.0,68.92,29.82,80.73,7.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-22,PHILLIES,TWINS,RANGER SUAREZ,BAILEY OBER,447.0,86.86,2134.32,7.12,37.0,0.0,69.65,21.59,82.15,7.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-22,WHITE SOX,RANGERS,ERICK FEDDE,MICHAEL LORENZEN,440.0,89.38,2398.05,5.89,23.0,0.0,69.74,18.2,83.72,7.13,5.0,367.0,89.58,2081.65,6.68,18.0,0.0,70.14,21.23,82.46,6.97,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-22,BREWERS,CUBS,TOBIAS MYERS,JAVIER ASSAD,210.0,88.18,2066.42,6.62,2.0,0.0,71.17,16.76,87.51,7.27,3.0,451.0,88.5,2159.99,6.66,26.0,0.0,69.09,20.6,81.93,7.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-22,D-BACKS,ROYALS,YILBER DIAZ,COLE RAGANS,514.0,88.92,2482.18,6.2,37.0,0.0,69.02,22.58,81.74,7.47,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-22,RED SOX,ROCKIES,TANNER HOUCK,AUSTIN GOMBER,465.0,85.57,2305.66,6.78,20.0,0.0,71.3,14.27,84.29,7.53,5.0,444.0,87.99,2247.82,6.08,19.0,0.0,70.4,1.36,85.66,7.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-22,ANGELS,MARINERS,TYLER ANDERSON,BRYCE MILLER,415.0,90.78,2120.08,6.31,21.0,0.0,70.07,20.24,84.66,6.96,5.0,483.0,83.93,2065.71,6.1,26.0,0.0,70.46,20.83,81.38,7.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-22,GIANTS,DODGERS,BLAKE SNELL,RIVER RYAN,73.0,92.57,2360.37,6.43,2.0,0.0,70.58,14.93,80.41,6.95,1.0,236.0,89.5,2364.36,6.86,15.0,0.0,68.47,20.51,83.38,7.35,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-21,BREWERS,TWINS,AARON CIVALE,JOE RYAN,481.0,90.11,2286.97,6.68,35.0,0.0,69.18,20.16,80.93,7.01,5.0,452.0,85.87,2655.76,5.69,23.0,0.0,71.06,21.85,81.05,7.38,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWERS,BREWERS
2024-07-21,REDS,NATIONALS,ANDREW ABBOTT,JAKE IRVIN,573.0,88.44,2434.83,7.16,34.0,0.0,69.49,18.57,82.69,7.03,6.0,577.0,88.48,2395.12,6.61,27.0,0.0,70.08,26.6,81.97,7.19,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-21,PHILLIES,PIRATES,TYLER PHILLIPS,MARCO GONZALES,144.0,83.77,2130.76,6.42,8.0,0.0,71.68,22.44,82.49,7.58,2.0,217.0,87.39,2293.64,6.48,15.0,0.0,72.73,8.0,84.75,7.48,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-21,RAYS,YANKEES,SHANE BAZ,MARCUS STROMAN,451.0,86.16,2341.16,5.66,21.0,0.0,70.02,14.57,80.17,7.29,5.0,236.0,91.19,2364.11,6.55,12.0,0.0,70.43,24.7,86.69,7.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-21,CARDINALS,BRAVES,MILES MIKOLAS,SPENCER SCHWELLENBACH,444.0,89.31,2123.27,6.84,30.0,0.0,69.66,12.16,82.73,7.44,5.0,522.0,88.15,2249.91,6.38,16.0,0.0,70.97,18.75,83.73,7.19,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-21,TIGERS,BLUE JAYS,KEIDER MONTERO,KEVIN GAUSMAN,502.0,91.66,2178.34,6.63,29.0,0.0,71.16,25.33,83.17,7.22,5.0,411.0,88.03,2410.58,6.43,20.0,0.0,69.26,17.96,85.3,7.17,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-21,METS,MARLINS,CHRISTIAN SCOTT,TREVOR ROGERS,570.0,88.8,2218.87,6.78,29.0,0.0,71.78,16.05,82.62,7.33,6.0,333.0,89.89,2195.38,7.05,14.0,0.0,70.69,25.44,83.81,7.07,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-21,PADRES,GUARDIANS,MICHAEL KING,BEN LIVELY,504.0,86.17,1945.75,6.78,28.0,0.0,68.68,18.65,84.52,6.94,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PADRES,PADRES
2024-07-21,WHITE SOX,ROYALS,DREW THORPE,SETH LUGO,477.0,87.16,2572.8,6.0,34.0,0.0,70.61,14.07,81.3,7.31,5.0,445.0,85.09,2245.62,6.35,20.0,0.0,70.11,22.43,78.28,7.51,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-21,D-BACKS,CUBS,BRANDON PFAADT,SHOTA IMANAGA,443.0,87.17,2070.29,6.31,30.0,0.0,71.25,26.95,81.36,7.52,5.0,404.0,90.36,2566.62,6.69,27.0,0.0,70.76,19.19,85.74,7.38,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-21,ORIOLES,RANGERS,DEAN KREMER,ANDREW HEANEY,459.0,87.29,2412.63,6.44,30.0,0.0,70.19,20.4,81.0,7.33,5.0,340.0,88.16,2071.04,6.22,17.0,0.0,69.37,18.29,82.5,7.28,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-21,GIANTS,ROCKIES,HAYDEN BIRDSONG,RYAN FELTNER,443.0,88.88,2277.77,6.5,24.0,0.0,70.21,16.91,80.6,7.29,5.0,447.0,89.96,2262.63,6.44,30.0,0.0,67.22,16.96,81.84,7.17,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-21,ASTROS,MARINERS,RONEL BLANCO,BRYAN WOO,199.0,93.41,2250.69,6.71,9.0,0.0,68.88,18.82,81.96,6.93,3.0,572.0,87.81,1998.0,6.77,30.0,0.0,70.47,18.0,81.99,7.52,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-21,RED SOX,DODGERS,KUTTER CRAWFORD,JAMES PAXTON,439.0,87.48,2000.72,6.34,21.0,0.0,69.3,21.25,85.07,7.11,5.0,418.0,87.24,2307.11,6.11,26.0,0.0,70.69,25.07,84.96,7.36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-20,RAYS,YANKEES,TAJ BRADLEY,NESTOR CORTES,,,,,,,,,,,,462.0,92.53,2063.39,6.52,37.0,0.0,69.58,18.2,82.86,7.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-20,CARDINALS,BRAVES,KYLE GIBSON,CHARLIE MORTON,,,,,,,,,,,,459.0,86.46,2223.59,6.99,29.0,0.0,70.6,14.08,80.51,7.54,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-20,CARDINALS,BRAVES,KYLE GIBSON,CHARLIE MORTON,,,,,,,,,,,,459.0,86.46,2223.59,6.99,29.0,0.0,70.6,14.08,80.51,7.54,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-20,TIGERS,BLUE JAYS,REESE OLSON,YUSEI KIKUCHI,522.0,91.35,2269.35,6.93,42.0,0.0,69.0,25.23,83.48,6.99,6.0,408.0,88.81,2273.17,5.81,23.0,0.0,68.7,8.76,82.7,7.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-20,METS,MARLINS,LUIS SEVERINO,RODDERY MUNOZ,,,,,,,,,,,,455.0,92.22,2232.16,6.48,27.0,0.0,69.47,18.43,80.46,6.97,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-20,PHILLIES,PIRATES,CRISTOPHER SANCHEZ,LUIS L ORTIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-20,REDS,NATIONALS,NICK LODOLO,MACKENZIE GORE,553.0,91.86,2295.36,7.02,27.0,0.0,68.83,22.9,80.58,7.11,6.0,322.0,90.44,2359.87,6.19,19.0,0.0,69.56,15.68,83.71,7.19,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-20,ORIOLES,RANGERS,GRAYSON RODRIGUEZ,MAX SCHERZER,443.0,86.77,2258.03,6.26,24.0,0.0,69.54,26.2,82.53,7.28,6.0,584.0,88.75,2254.66,7.28,43.0,0.0,69.13,11.41,83.79,7.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIOLES,ORIOLES
2024-07-20,BREWERS,TWINS,FREDDY PERALTA,PABLO LOPEZ,,,,,,,,,,,,505.0,89.69,2224.03,6.6,32.0,0.0,69.69,20.58,81.81,7.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWERS,BREWERS
2024-07-20,WHITE SOX,ROYALS,JONATHAN CANNON,BRADY SINGER,522.0,87.35,2329.8,7.01,28.0,0.0,69.47,11.66,81.46,7.33,6.0,403.0,89.25,2169.12,6.09,15.0,0.0,69.88,14.56,84.48,7.09,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-20,PADRES,GUARDIANS,DYLAN CEASE,GAVIN WILLIAMS,341.0,91.16,2326.36,7.2,14.0,0.0,68.01,19.77,83.52,6.95,4.0,598.0,91.15,2668.94,6.33,53.0,0.0,67.33,22.37,80.84,7.25,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PADRES,PADRES
