mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
502671,paul goldschmidt,NYY,85.42,68.42,7.66,22,0,2,8.0,66.0,385.0,0.29,0.43
514888,josé altuve,HOU,82.78,61.43,6.94,17,0,0,17.0,68.0,426.0,0.28,0.46
518692,freddie freeman,LAD,81.28,65.15,6.68,20,1,1,10.0,86.0,384.0,0.3,0.47
521692,salvador pérez,KC,86.08,72.53,7.93,11,0,0,18.0,77.0,407.0,0.26,0.47
542303,marcell ozuna,ATL,97.8,71.53,7.7,13,0,0,13.0,90.0,396.0,0.24,0.39
553993,eugenio suárez,AZ,79.63,65.0,7.53,6,0,0,36.0,111.0,421.0,0.25,0.59
571448,nolan arenado,STL,82.07,68.75,7.87,18,0,0,10.0,36.0,379.0,0.24,0.38
572233,christian walker,HOU,84.73,69.42,7.1,21,0,0,13.0,114.0,412.0,0.23,0.38
592206,nick castellanos,PHI,71.98,71.16,7.79,16,0,2,13.0,85.0,421.0,0.27,0.43
592518,manny machado,SD,86.59,76.37,7.92,22,0,0,19.0,76.0,443.0,0.29,0.49
593428,xander bogaerts,SD,78.65,64.56,6.99,18,0,2,6.0,65.0,414.0,0.27,0.38
605141,mookie betts,LAD,91.12,66.72,7.34,17,0,2,11.0,46.0,414.0,0.24,0.37
606192,teoscar hernández,LAD,67.5,74.69,8.19,14,0,2,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,95.18,77.49,7.17,19,0,1,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,85.3,69.37,7.47,14,0,1,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,87.92,70.36,7.24,18,1,1,16.0,115.0,426.0,0.25,0.42
621043,carlos correa,MIN,78.78,72.49,7.06,27,0,2,7.0,66.0,349.0,0.27,0.39
621439,byron buxton,MIN,94.77,65.11,8.0,14,0,1,23.0,97.0,361.0,0.28,0.57
621493,taylor ward,LAA,80.42,67.97,7.04,25,0,1,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,77.3,70.84,6.6,17,0,0,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,86.94,74.05,7.05,14,0,2,22.0,105.0,450.0,0.27,0.51
641355,cody bellinger,NYY,85.78,69.43,7.9,14,0,1,19.0,55.0,401.0,0.28,0.51
641857,ryan mcmahon,COL,83.3,72.89,7.36,15,0,0,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,71.2,70.89,7.94,28,0,2,15.0,113.0,438.0,0.23,0.4
647304,josh naylor,AZ,86.32,70.67,7.43,12,0,1,11.0,51.0,398.0,0.29,0.44
650333,luis arráez,SD,80.6,63.71,6.16,17,0,1,5.0,12.0,428.0,0.29,0.4
650489,willi castro,MIN,74.42,67.99,6.76,14,0,1,10.0,81.0,323.0,0.25,0.42
656716,zach mckinstry,DET,80.15,64.51,6.73,25,0,0,8.0,73.0,356.0,0.27,0.44
656941,kyle schwarber,PHI,89.57,75.38,7.2,16,0,2,36.0,121.0,458.0,0.26,0.58
660271,shohei ohtani,LAD,91.33,78.24,8.1,16,0,2,37.0,121.0,470.0,0.27,0.62
661388,william contreras,MIL,97.57,77.36,7.26,22,0,1,6.0,80.0,422.0,0.24,0.34
663457,lars nootbaar,STL,75.23,72.1,6.8,14,0,1,12.0,83.0,386.0,0.23,0.38
663538,nico hoerner,CHC,77.16,64.94,6.7,18,0,0,3.0,30.0,407.0,0.29,0.37
663656,kyle tucker,CHC,85.58,72.12,7.76,11,0,0,18.0,62.0,448.0,0.28,0.49
664023,ian happ,CHC,78.89,68.03,6.64,24,0,0,13.0,95.0,429.0,0.22,0.37
664761,alec bohm,PHI,81.27,74.04,7.21,15,0,0,8.0,62.0,383.0,0.28,0.39
665161,jeremy peña,HOU,81.5,70.72,7.1,11,0,0,11.0,55.0,350.0,0.32,0.49
666158,gavin lux,CIN,78.7,65.7,8.5,10,0,0,4.0,79.0,332.0,0.27,0.38
