team,wins,losses,run_diff,streak,games_played,win_pct
NYY,46,34,110,W1,80,.575
TB,45,35,77,W2,80,.563
TOR,42,37,-7,L1,79,.532
BOS,40,42,7,L5,82,.488
BAL,34,46,-87,L2,80,.425
DET,50,31,86,L1,81,.617
CLE,40,38,-26,W1,78,.513
KC,38,42,-28,L4,80,.475
MIN,38,42,-18,W1,80,.475
CWS,26,55,-82,W1,81,.321
HOU,47,33,49,W3,80,.588
SEA,41,38,20,L1,79,.519
LAA,40,40,-46,W3,80,.500
TEX,40,41,18,W2,81,.494
Athletics,33,49,-131,W1,82,.402
PHI,47,33,38,L2,80,.588
NYM,47,34,61,W1,81,.580
ATL,37,42,25,L1,79,.468
MIA,33,45,-85,W3,78,.423
WSH,33,48,-71,L2,81,.407
CHC,47,33,97,W1,80,.588
MIL,45,36,48,W2,81,.556
STL,44,37,33,L1,81,.543
CIN,42,39,34,L1,81,.519
PIT,32,50,-68,L2,82,.390
LAD,50,31,87,W3,81,.617
SD,44,36,23,W2,80,.550
SF,44,36,41,L2,80,.550
ARI,41,39,6,L1,80,.513
COL,18,62,-211,L2,80,.225
