team,wins,losses,run_diff,streak,games_played,win_pct
NYY,16,8,20,W1,24,.667
BAL,15,8,28,L1,23,.652
BOS,13,11,15,L1,24,.542
TOR,13,11,-12,L1,24,.542
TB,12,13,-26,L3,25,.480
CLE,17,6,55,W5,23,.739
DET,14,10,9,W3,24,.583
KC,14,10,37,W1,24,.583
MIN,9,13,-17,W2,22,.409
CWS,3,20,-79,L5,23,.130
SEA,12,11,7,W2,23,.522
TEX,12,12,6,L1,24,.500
LAA,10,14,-16,W1,24,.417
OAK,9,15,-36,L1,24,.375
HOU,7,17,-33,L3,24,.292
ATL,16,6,43,W2,22,.727
PHI,15,9,11,L1,24,.625
NYM,12,11,4,L3,23,.522
WSH,10,12,-12,L1,22,.455
MIA,6,19,-46,L2,25,.240
MIL,14,8,32,L2,22,.636
CHC,14,9,23,W1,23,.609
CIN,13,10,21,W1,23,.565
PIT,13,11,0,W2,24,.542
STL,10,14,-30,L1,24,.417
LAD,14,11,18,W2,25,.560
SD,13,13,7,L1,26,.500
ARI,12,13,39,W1,25,.480
SF,12,13,-14,W2,25,.480
COL,6,18,-54,W1,24,.250
