game_date,home_team,away_team,winner
2024-09-28,Yankees,Pirates,Pirates
2024-09-28,Tigers,White Sox,White Sox
2024-09-28,Cubs,Reds,Cubs
2024-09-28,Blue Jays,Marlins,Marlins
2024-09-28,Giants,Cardinals,Giants
2024-09-28,Nationals,Phillies,Nationals
2024-09-28,Red Sox,Rays,Rays
2024-09-28,Guardians,Astros,Astros
2024-09-28,Brewers,Mets,Brewers
2024-09-28,Twins,Orioles,Orioles
2024-09-28,Braves,Royals,Braves
2024-09-28,D-backs,Padres,Padres
2024-09-28,Rockies,Dodgers,Dodgers
2024-09-28,Angels,Rangers,Rangers
