full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,205,86.77,2424.6,6.59,12,0,68.58,12.75,79.9,7.39,3
Merrill Kelly,525,88.91,2342.64,6.05,26,0,71.2,16.61,85.96,7.44,6
Seth Lugo,588,86.71,2543.33,6.0,38,0,69.92,13.62,80.62,7.2,6
Max Fried,563,87.72,2305.43,6.62,36,0,69.78,3.6,82.21,7.17,6
Antonio Senzatela,67,91.19,2234.51,6.01,2,0,69.18,23.0,83.59,7.19,1
Sean Manaea,580,87.96,2034.39,6.91,48,0,67.15,22.5,80.92,6.77,6
Aaron Civale,421,86.55,2580.02,5.61,25,0,70.56,23.15,83.46,7.32,5
Jake Irvin,551,90.36,2369.06,7.03,28,0,70.01,15.77,82.88,7.14,6
Andre Pallante,586,91.16,2312.11,6.7,31,0,69.37,4.85,82.02,7.02,6
Reid Detmers,297,88.25,2165.74,6.24,24,0,70.02,17.27,83.69,7.39,3
Spencer Arrighetti,434,87.09,2460.95,7.02,26,0,70.21,24.16,82.48,7.28,5
Reese Olson,50,89.65,2391.04,5.97,3,0,70.78,-2.54,81.65,7.47,1
Joey Estes,492,86.8,2318.86,5.97,23,0,69.29,28.55,81.29,7.09,6
Shota Imanaga,575,86.5,1992.81,6.27,39,0,69.02,23.17,82.31,7.34,6
Jonathan Cannon,561,88.74,2184.4,6.2,26,0,70.12,12.85,82.83,7.14,6
Paul Skenes,469,93.17,2096.5,6.47,37,0,67.78,9.51,81.84,7.2,5
Yoshinobu Yamamoto,131,89.54,2204.0,6.54,11,0,69.51,13.5,84.49,7.46,2
