team,wins,losses,run_diff,streak,games_played,win_pct
NYY,43,32,99,L1,75,.573
TB,42,34,71,W1,76,.553
TOR,40,35,-14,L2,75,.533
BOS,40,37,20,W2,77,.519
BAL,33,42,-74,W2,75,.440
DET,48,29,81,L2,77,.623
KC,38,38,-16,W4,76,.500
CLE,37,37,-28,L2,74,.500
MIN,37,38,0,L1,75,.493
CWS,24,52,-69,W1,76,.316
HOU,44,32,53,W1,76,.579
SEA,38,36,7,W1,74,.514
TEX,37,39,20,W1,76,.487
LAA,36,39,-61,L2,75,.480
Athletics,32,46,-122,W2,78,.410
PHI,46,30,42,W3,76,.605
NYM,45,31,60,L7,76,.592
ATL,34,40,20,L1,74,.459
WSH,31,45,-71,L1,76,.408
MIA,30,44,-85,W1,74,.405
CHC,45,30,101,L2,75,.600
MIL,41,35,31,W2,76,.539
STL,41,35,36,W4,76,.539
CIN,39,37,32,L2,76,.513
PIT,30,47,-65,L1,77,.390
LAD,47,30,76,W1,77,.610
SF,42,34,41,L1,76,.553
SD,40,35,20,L1,75,.533
ARI,38,37,-3,W2,75,.507
COL,17,59,-202,L2,76,.224
