team,wins,losses,run_diff,streak,games_played,win_pct
NYY,44,19,115,W7,63,.698
BAL,39,21,87,L1,60,.650
BOS,31,31,26,W1,62,.500
TB,31,31,-47,W3,62,.500
TOR,29,32,-44,W1,61,.475
CLE,40,20,81,W1,60,.667
KC,36,26,71,L1,62,.581
MIN,33,28,-2,L2,61,.541
DET,31,31,-3,L1,62,.500
CWS,15,47,-140,L13,62,.242
SEA,35,28,7,L1,63,.556
TEX,30,32,13,W1,62,.484
HOU,28,35,-3,L1,63,.444
OAK,25,38,-64,W1,63,.397
LAA,24,38,-51,W3,62,.387
PHI,44,19,104,W3,63,.698
ATL,34,25,36,L1,59,.576
WSH,27,34,-25,L3,61,.443
NYM,27,35,-29,W3,62,.435
MIA,21,41,-88,L4,62,.339
MIL,36,26,58,L3,62,.581
CHC,31,31,-10,W2,62,.500
STL,29,31,-45,W1,60,.483
PIT,29,32,-20,W2,61,.475
CIN,29,33,11,W4,62,.468
LAD,38,25,81,L2,63,.603
SD,32,33,7,L4,65,.492
SF,30,33,-28,W1,63,.476
ARI,29,33,-1,L1,62,.468
COL,21,40,-97,L5,61,.344
