team,wins,losses,run_diff,streak,games_played,win_pct
BAL,52,30,120,W3,82,.634
NYY,53,31,101,W1,84,.631
BOS,43,39,34,L3,82,.524
TB,41,41,-54,W1,82,.500
TOR,38,44,-47,L1,82,.463
CLE,51,29,97,L3,80,.638
MIN,45,37,35,L1,82,.549
KC,46,38,56,W3,84,.548
DET,37,45,-22,L3,82,.451
CWS,23,61,-169,W2,84,.274
SEA,47,37,12,W2,84,.560
HOU,40,41,25,L1,81,.494
TEX,37,45,-18,L5,82,.451
LAA,35,46,-64,W5,81,.432
OAK,30,54,-101,W1,84,.357
PHI,54,28,121,W1,82,.659
ATL,45,35,54,W1,80,.563
NYM,40,39,16,W4,79,.506
WSH,38,43,-17,L4,81,.469
MIA,29,53,-126,L1,82,.354
MIL,49,33,71,W5,82,.598
STL,42,39,-37,W1,81,.519
PIT,39,42,-35,L1,81,.481
CIN,38,44,12,L1,82,.463
CHC,38,45,-26,L1,83,.458
LAD,51,32,118,L1,83,.614
SD,45,41,27,W4,86,.523
SF,40,43,-28,W1,83,.482
ARI,39,43,-20,L3,82,.476
COL,27,54,-135,L4,81,.333
