team,wins,losses,run_diff,streak,games_played,win_pct
NYY,42,26,106,L1,68,.618
TOR,38,31,-4,L1,69,.551
TB,37,32,49,W1,69,.536
BOS,35,36,19,W3,71,.493
BAL,28,40,-83,W1,68,.412
DET,46,25,94,W2,71,.648
MIN,36,33,9,L2,69,.522
CLE,35,33,-19,L1,68,.515
KC,34,36,-23,L4,70,.486
CWS,23,47,-60,L3,70,.329
HOU,39,30,37,W3,69,.565
SEA,34,34,-9,W1,68,.500
TEX,34,36,25,W2,70,.486
LAA,33,35,-52,L1,68,.485
Athletics,27,44,-118,W1,71,.380
NYM,45,25,93,L1,70,.643
PHI,40,29,25,W2,69,.580
ATL,30,38,18,W2,68,.441
WSH,30,39,-60,L6,69,.435
MIA,26,41,-91,W1,67,.388
CHC,42,28,103,L1,70,.600
MIL,38,33,23,W2,71,.535
STL,36,34,16,L6,70,.514
CIN,35,35,27,L2,70,.500
PIT,29,42,-52,W1,71,.408
LAD,41,29,64,L1,70,.586
SF,41,29,52,W1,70,.586
SD,38,30,20,L2,68,.559
ARI,35,34,0,W4,69,.507
COL,13,56,-209,L1,69,.188
