full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Chris Sale,387,88.12,2214.58,6.34,33,0,69.53,18.5,80.04,7.27,4
Gerrit Cole,561,91.71,2440.58,6.26,33,0,69.19,22.35,82.93,7.04,6
Nathan Eovaldi,550,90.06,1990.16,6.58,34,0,69.46,10.65,84.42,7.17,6
Robbie Ray,86,91.56,2281.05,6.17,8,0,67.68,12.81,76.67,7.41,1
Frankie Montas,478,91.54,2198.17,5.98,25,0,70.65,20.55,82.99,7.36,5
Steven Okert,112,87.01,2350.62,6.44,7,0,67.89,17.76,76.46,7.24,8
Nick Pivetta,526,88.47,2415.77,6.79,48,0,69.32,25.17,81.74,7.09,6
Aaron Nola,572,87.26,2359.84,6.84,42,0,70.12,16.94,81.0,7.44,6
Tyler Glasnow,250,92.43,2560.38,7.39,12,0,69.12,12.62,82.61,7.11,3
Michael Wacha,456,86.79,1935.41,6.84,25,0,68.16,15.75,81.05,7.33,5
Cal Quantrill,427,89.2,1895.93,6.45,22,0,70.02,15.04,82.97,7.15,5
Zach Eflin,465,86.89,2249.86,6.57,24,0,68.4,11.87,79.54,7.26,5
Chris Flexen,576,85.86,2194.4,6.33,21,0,70.04,20.09,81.8,7.27,6
Sean Manaea,557,87.47,1990.56,7.21,28,0,69.97,20.58,82.95,7.0,6
Allan Winans,65,83.55,2140.88,6.63,3,0,71.66,12.92,81.4,7.61,1
Rob Zastryzny,119,88.04,2467.96,6.6,5,0,69.94,19.42,79.92,7.28,9
Griffin Canning,522,89.65,2159.57,5.89,25,0,69.82,16.16,82.46,7.22,6
Jack Flaherty,375,87.19,2366.47,6.59,25,0,69.48,19.7,81.2,7.47,4
Justin Steele,551,88.64,2456.01,6.35,35,0,70.0,19.86,81.35,6.96,6
Matt Waldron,554,82.5,1349.05,6.66,27,0,68.62,17.04,82.15,7.26,6
Edward Cabrera,316,92.03,2119.59,6.63,18,0,70.87,15.36,86.29,7.33,4
Ryne Nelson,526,91.74,2224.71,6.71,27,0,68.3,21.74,82.93,6.76,6
Matthew Liberatore,289,90.74,2363.9,6.32,16,0,69.98,20.91,81.4,7.34,8
Tanner Bibee,562,88.16,2448.76,6.61,31,0,68.33,26.24,80.27,6.95,6
JP Sears,455,86.08,2160.38,6.36,27,0,71.37,22.17,82.51,7.23,5
Mitchell Parker,390,88.24,2080.4,6.85,23,0,69.68,20.34,81.12,7.28,5
Hunter Brown,590,93.16,2174.24,6.6,36,0,69.27,16.11,80.6,6.86,6
Chayce McDermott,82,87.65,2088.77,6.89,3,0,67.32,20.9,83.35,7.01,1
