team,wins,losses,run_diff,streak,games_played,win_pct
BAL,70,49,93,L1,119,.588
NYY,70,49,117,W1,119,.588
BOS,61,56,18,L4,117,.521
TB,59,58,-49,W1,117,.504
TOR,55,64,-88,L2,119,.462
CLE,69,49,76,W2,118,.585
MIN,65,52,54,L2,117,.556
KC,65,53,96,W1,118,.551
DET,56,63,-21,W1,119,.471
CWS,28,91,-251,L3,119,.235
HOU,62,55,57,W5,117,.530
SEA,63,56,40,W4,119,.529
TEX,55,63,-27,L1,118,.466
LAA,52,66,-88,W1,118,.441
OAK,50,69,-69,W2,119,.420
PHI,69,49,90,L3,118,.585
ATL,61,56,34,L1,117,.521
NYM,61,57,20,L3,118,.517
WSH,54,65,-60,L1,119,.454
MIA,44,75,-161,W1,119,.370
MIL,67,50,106,L1,117,.573
STL,60,58,-48,L1,118,.508
CHC,59,60,10,W4,119,.496
CIN,57,61,40,W1,118,.483
PIT,56,61,-21,L7,117,.479
LAD,69,49,97,W3,118,.585
ARI,66,53,68,W3,119,.555
SD,66,53,60,L1,119,.555
SF,61,59,-5,L1,120,.508
COL,44,75,-188,W1,119,.370
