team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,82.52000000000001,71.87664141414142,7.270075757575758
BAL,89.88796296296296,69.20351343101343,7.0028093203093205
BOS,85.34804761904762,67.42472222222223,7.315833333333333
CIN,87.74172619047619,70.90785218253968,7.326875
CLE,78.94500000000001,67.10785714285714,6.867142857142857
COL,84.12625850340136,71.32035714285715,7.586785714285715
CWS,81.62169642857143,68.57088888888889,7.286444444444444
DET,85.3911111111111,70.9079365079365,6.998888888888889
HOU,82.87563492063492,70.22078703703704,7.308300264550264
KC,81.49207792207791,67.54807656395892,6.996386554621849
LAA,80.25246753246753,69.39580327080327,7.028359788359789
LAD,86.18714285714286,68.26771284271284,7.207720057720058
MIA,90.24196428571429,74.51741071428572,6.988392857142857
MIL,78.00571428571429,68.5807671957672,7.046547619047619
MIN,85.52714285714285,69.83486111111111,7.2590674603174605
NYM,84.637,71.051,7.104333333333334
NYY,83.81031746031746,70.8604365079365,7.490175736961452
PHI,83.64629629629628,71.45150883838383,7.279987373737374
PIT,85.9688888888889,65.10573593073593,6.786515151515152
SD,80.81828703703704,67.53646825396827,7.2555555555555555
SEA,84.48732007575758,69.39665216727717,7.003193681318681
SF,78.63320105820107,72.82076923076923,7.619230769230769
STL,82.27218253968253,70.18239538239538,7.091125541125542
TB,85.81966666666668,72.73209523809524,7.147069264069264
TEX,85.30031746031746,70.15864778739778,6.971691317941318
TOR,87.17444444444446,72.0847619047619,7.510753968253968
WSH,79.07533333333333,65.07283333333334,6.8405000000000005
