team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,86.81,70.44333333333333,6.948333333333333
BAL,82.52254464285716,69.39235347985348,6.954150641025641
BOS,78.48666666666666,70.08013492063492,7.02136507936508
CHC,82.13354166666666,67.11687500000001,6.8253125
CIN,82.98169191919192,66.95534722222222,7.231944444444444
CLE,79.57666666666667,70.567,7.124
COL,76.40805555555556,69.50814393939395,7.506547619047619
CWS,90.10833333333333,69.66083333333334,7.012777777777778
DET,89.74333333333334,,
HOU,86.75138888888888,68.59518518518519,7.678650793650793
KC,80.91270292207793,71.43995535714286,7.573139880952381
LAA,73.07511904761905,65.0950974025974,6.985183982683983
LAD,90.16666666666667,70.23506944444443,7.540208333333334
MIA,74.26861111111111,69.881875,6.858988095238095
MIL,83.995,68.52930555555555,6.747777777777777
MIN,85.42999999999999,71.10496031746031,7.230079365079365
NYM,86.50666666666666,69.85013227513228,7.111455026455026
NYY,90.93888888888888,69.03392857142856,7.564285714285715
PHI,83.79667162698412,68.59190934065934,7.230237332112332
PIT,80.96157142857143,69.94,6.6255
SD,76.4201948051948,61.495990517419095,6.796794475365904
SEA,86.14999999999999,71.19452380952382,7.58452380952381
SF,69.2475,65.10055555555556,6.949888888888888
STL,82.67875000000001,71.04208333333334,7.461994047619047
TB,85.29797619047619,74.62928571428571,7.715000000000001
TEX,82.78058922558922,68.59472222222222,6.942032828282827
TOR,80.41218434343435,69.3643287037037,7.086296296296297
WSH,82.15138888888889,67.67698412698412,7.109265873015873
