full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,517,88.19,2585.81,6.62,38,0,69.36,11.68,81.72,7.26,6
Michael Lorenzen,527,89.5,2363.23,5.92,18,0,70.94,18.98,84.39,7.17,6
Patrick Corbin,543,85.29,2139.68,6.67,26,0,70.86,11.97,83.86,7.55,6
Kevin Gausman,612,90.7,2149.49,6.63,41,0,70.6,28.52,82.32,7.23,6
Aaron Nola,571,87.36,2339.46,6.84,34,0,70.54,13.84,81.76,7.46,6
Tyler Glasnow,422,91.67,2591.64,7.36,39,0,68.57,10.51,84.05,7.16,5
Kyle Freeland,238,89.16,2323.74,6.57,12,0,70.23,14.55,83.56,7.24,3
Max Fried,483,86.77,2187.14,6.55,21,0,69.74,9.5,81.15,7.19,5
Luis Severino,559,92.83,2200.64,6.43,23,0,70.06,17.98,82.09,6.91,6
Aaron Civale,539,86.3,2678.13,5.64,32,0,70.48,23.71,81.68,7.28,6
Griffin Canning,565,90.02,2143.93,5.92,22,0,70.46,11.52,83.71,7.27,6
Tanner Houck,539,87.92,2215.01,6.06,31,0,69.23,1.31,84.32,7.34,6
Justin Steele,568,88.54,2496.85,6.34,41,0,69.93,15.99,80.63,7.03,6
Hogan Harris,533,86.79,2300.92,6.8,20,0,69.24,21.73,84.9,6.94,6
Bryan Hoeing,46,89.99,1939.96,6.81,4,0,72.82,2.75,86.85,7.68,1
Cole Ragans,618,89.79,2454.1,6.16,45,0,69.69,21.07,83.26,7.4,6
Erik Miller,206,90.55,2162.35,6.52,10,0,67.48,15.18,79.91,7.16,12
Shane Baz,92,91.6,2380.27,6.62,6,0,72.09,26.09,87.7,7.25,1
Tanner Bibee,573,88.15,2489.9,6.65,46,0,68.63,23.99,79.66,7.14,6
Slade Cecconi,441,88.07,2290.59,6.7,24,0,69.02,19.53,82.44,7.09,6
Reese Olson,563,88.7,2271.63,5.81,37,0,69.94,10.86,85.1,7.59,6
Shawn Dubin,273,89.71,2396.61,6.56,16,0,71.23,15.96,83.55,7.19,7
Carson Spiers,466,87.99,2324.18,6.7,24,0,69.12,17.26,82.23,7.08,5
Drew Thorpe,430,85.28,2212.23,6.36,18,0,70.03,19.65,80.26,7.41,5
Paul Skenes,599,92.61,2181.42,6.41,48,0,69.79,12.38,84.1,7.36,6
