team,wins,losses,run_diff,streak,games_played,win_pct
NYY,17,8,24,W2,25,.680
BAL,16,8,29,W1,24,.667
BOS,14,11,23,W1,25,.560
TOR,13,12,-13,L2,25,.520
TB,13,13,-24,W1,26,.500
CLE,17,7,47,L1,24,.708
KC,15,10,38,W2,25,.600
DET,14,11,7,L1,25,.560
MIN,10,13,-14,W3,23,.435
CWS,3,21,-82,L6,24,.125
TEX,13,12,10,W1,25,.520
SEA,12,12,3,L1,24,.500
LAA,10,15,-17,L1,25,.400
OAK,9,16,-40,L2,25,.360
HOU,7,18,-34,L4,25,.280
ATL,17,6,44,W3,23,.739
PHI,15,10,8,L2,25,.600
NYM,13,11,10,W1,24,.542
WSH,10,13,-21,L2,23,.435
MIA,6,20,-47,L3,26,.231
MIL,15,8,33,W1,23,.652
CHC,15,9,24,W2,24,.625
CIN,14,10,24,W2,24,.583
PIT,13,12,-1,L1,25,.520
STL,11,14,-26,W1,25,.440
LAD,15,11,27,W3,26,.577
SD,14,13,10,W1,27,.519
ARI,12,14,35,L1,26,.462
SF,12,14,-20,L1,26,.462
COL,6,19,-57,L1,25,.240
