team,wins,losses,run_diff,streak,games_played,win_pct
TOR,59,41,29,W4,100,.590
NYY,55,45,109,L1,100,.550
BOS,54,48,56,L1,102,.529
TB,52,49,65,L2,101,.515
BAL,44,55,-104,L1,99,.444
DET,60,41,80,L1,101,.594
CLE,49,50,-38,W2,99,.495
KC,49,52,-20,W2,101,.485
MIN,48,52,-11,L1,100,.480
CWS,36,65,-73,W4,101,.356
HOU,58,42,61,W2,100,.580
SEA,53,47,24,L2,100,.530
TEX,51,50,56,W1,101,.505
LAA,49,51,-61,L1,100,.490
Athletics,42,60,-141,L2,102,.412
PHI,57,43,61,W1,100,.570
NYM,57,44,41,W2,101,.564
MIA,46,53,-56,L2,99,.465
ATL,44,55,5,W1,99,.444
WSH,40,60,-110,W1,100,.400
MIL,60,40,91,W11,100,.600
CHC,59,41,115,L2,100,.590
CIN,52,49,35,L2,101,.515
STL,52,49,6,W1,101,.515
PIT,40,61,-70,W1,101,.396
LAD,59,42,68,W1,101,.584
SD,55,45,18,W2,100,.550
SF,52,49,4,L6,101,.515
ARI,50,51,17,L1,101,.495
COL,24,76,-257,L2,100,.240
