full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,425,87.42,2139.72,6.66,23,0,70.09,15.02,83.45,7.35,5
Tyler Anderson,483,83.93,2065.71,6.1,26,0,70.46,20.83,81.38,7.43,5
Michael Lorenzen,440,89.38,2398.05,5.89,23,0,69.74,18.2,83.72,7.13,5
Austin Gomber,465,85.57,2305.66,6.78,20,0,71.3,14.27,84.29,7.53,5
Blake Snell,236,89.5,2364.36,6.86,15,0,68.47,20.51,83.38,7.35,3
Erick Fedde,367,89.58,2081.65,6.68,18,0,70.14,21.23,82.46,6.97,4
Yonny Chirinos,428,88.77,2163.82,6.15,19,0,70.55,24.04,81.85,7.11,5
Zack Littell,412,87.34,1825.75,6.22,24,0,70.72,19.43,84.72,7.35,5
Bailey Ober,447,86.86,2134.32,7.12,37,0,69.65,21.59,82.15,7.33,5
Tanner Houck,444,87.99,2247.82,6.08,19,0,70.4,1.36,85.66,7.43,5
Mitch Keller,464,89.42,2532.8,6.56,22,0,69.6,17.03,83.44,7.13,5
David Peterson,466,89.03,2125.32,7.1,23,0,68.81,6.75,83.78,6.99,5
Hogan Harris,422,85.87,2262.52,6.79,16,0,70.12,19.12,82.6,7.19,5
Javier Assad,210,88.18,2066.42,6.62,2,0,71.17,16.76,87.51,7.27,3
Cole Ragans,514,88.92,2482.18,6.2,37,0,69.02,22.58,81.74,7.47,5
Hunter Greene,501,92.65,2286.29,6.44,35,0,68.92,29.82,80.73,7.24,5
Tobias Myers,451,88.5,2159.99,6.66,26,0,69.09,20.6,81.93,7.07,5
Tarik Skubal,476,92.27,2030.53,6.4,41,0,69.07,15.47,82.68,7.11,5
Andre Pallante,377,91.82,2306.35,6.66,18,0,69.51,4.94,80.95,6.94,4
Spencer Arrighetti,458,88.49,2423.17,7.01,31,0,69.56,18.52,81.53,7.34,5
Bryce Miller,415,90.78,2120.08,6.31,21,0,70.07,20.24,84.66,6.96,5
River Ryan,73,92.57,2360.37,6.43,2,0,70.58,14.93,80.41,6.95,1
