full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,57,87.02,2249.11,6.14,4,0,69.82,27.13,82.11,7.61,1
Sonny Gray,497,87.8,2573.27,6.58,44,0,70.04,7.81,80.89,7.4,6
Yusei Kikuchi,473,90.46,2257.97,6.94,25,0,71.27,22.28,85.54,7.14,6
Kyle Freeland,69,89.53,2386.55,6.53,4,0,66.16,7.84,80.22,7.04,1
Max Fried,483,86.8,2276.37,6.5,32,0,69.12,12.09,82.4,7.19,5
Luis Severino,588,92.73,2210.76,6.39,27,0,69.06,20.04,81.19,6.94,6
Aaron Civale,498,86.7,2678.15,5.62,30,0,70.44,22.58,82.92,7.22,6
Logan Webb,587,88.95,1927.44,7.1,38,0,70.64,7.11,83.18,7.15,6
Triston McKenzie,388,85.98,2212.19,6.75,26,0,70.54,25.26,84.83,7.48,5
Jake Irvin,577,88.46,2454.97,6.97,37,0,68.97,17.46,80.67,7.05,6
Hogan Harris,459,86.54,2298.08,6.74,20,0,69.19,21.84,84.88,7.0,5
Framber Valdez,543,89.32,2268.59,5.86,29,0,70.37,2.82,87.29,7.21,6
Javier Assad,543,87.45,2073.3,6.54,33,0,69.68,20.39,83.2,7.13,6
Nick Lodolo,544,90.02,2423.41,6.18,30,0,70.68,13.92,84.1,7.29,6
Kyle Tyler,65,86.98,2224.71,6.83,2,0,71.73,-1.25,82.69,7.06,1
Tobias Myers,476,88.49,2151.86,6.67,25,0,69.42,21.04,83.49,7.07,6
Zack Kelly,197,87.4,2446.21,7.02,18,0,68.27,9.58,79.84,7.32,10
Slade Cecconi,343,88.63,2296.87,6.69,19,0,68.55,19.02,81.31,7.07,5
Alec Marsh,546,89.56,2423.13,6.11,33,0,70.23,18.87,86.45,7.27,6
Reese Olson,565,88.81,2314.05,5.8,29,0,70.58,9.15,85.81,7.58,6
Bryce Miller,509,90.84,2202.5,6.32,28,0,70.37,23.86,82.4,7.04,6
Jonathan Cannon,312,88.8,2239.54,6.12,16,0,70.38,14.49,84.6,7.21,4
Paul Skenes,486,93.11,2190.79,6.33,40,0,68.76,13.76,82.55,7.26,5
