full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,447,87.92,2114.23,6.63,27,0,69.44,10.02,81.26,7.34,6
Kyle Gibson,443,86.46,2225.42,6.95,33,0,70.04,8.88,80.95,7.64,5
Nathan Eovaldi,527,90.39,1956.33,6.56,34,0,70.46,10.07,83.25,7.28,6
Dallas Keuchel,149,85.13,2021.99,5.89,9,0,71.2,10.47,83.32,7.54,2
Joe Mantiply,170,85.34,2155.76,6.42,9,0,68.79,9.06,75.86,7.4,12
Chris Flexen,530,85.79,2198.04,6.33,21,0,69.2,20.59,82.33,7.34,6
Sean Manaea,440,87.76,2066.74,7.38,24,0,68.39,22.26,83.32,6.86,5
Zack Littell,487,86.86,1839.88,6.22,22,0,71.05,23.33,83.79,7.4,6
Dylan Cease,590,90.61,2641.38,6.27,43,0,68.0,22.72,81.52,7.23,6
Mitch Keller,479,89.24,2527.26,6.51,30,0,69.07,19.2,81.68,7.13,5
Luis Gil,505,93.8,2189.69,6.8,23,0,70.73,18.44,84.61,7.27,6
Ryan Feltner,518,90.03,2341.42,6.46,29,0,69.33,13.13,83.76,7.19,6
Brady Singer,532,87.31,2310.95,6.96,24,0,69.75,10.09,82.54,7.3,6
Graham Ashcraft,240,92.78,2557.45,5.59,8,0,69.73,11.84,84.88,7.03,3
Tarik Skubal,543,92.19,2048.14,6.41,39,0,70.01,18.43,81.62,7.2,6
Hayden Wesneski,310,89.74,2358.19,7.08,19,0,68.35,20.66,84.37,7.26,8
George Kirby,547,92.03,2186.28,6.61,35,0,68.48,18.29,82.99,6.89,6
Michael Mercado,93,89.75,2310.73,6.38,5,0,70.87,16.44,82.3,7.33,2
Bobby Miller,229,91.69,2331.14,6.87,7,0,70.35,14.47,87.01,7.25,3
Kutter Crawford,437,86.79,2333.24,6.13,38,0,69.97,27.15,84.15,7.27,6
Valente Bellozo,170,85.86,2354.1,6.08,10,0,71.41,31.07,82.59,7.38,2
Grayson Rodriguez,587,89.58,2284.47,7.26,36,0,70.09,14.74,83.38,7.28,6
Simeon Woods Richardson,519,87.53,2283.59,6.76,30,0,69.79,22.08,82.78,7.22,6
Spencer Arrighetti,469,87.75,2465.15,7.08,29,0,68.84,19.66,80.96,7.36,6
Mitch Spence,543,87.91,2443.0,6.29,27,0,70.06,15.93,85.32,7.24,6
DJ Herz,480,88.77,2248.03,6.65,37,0,70.73,24.53,82.53,7.27,6
Hayden Birdsong,184,91.21,2163.91,6.55,10,0,65.99,18.4,80.46,6.89,2
