team,wins,losses,run_diff,streak,games_played,win_pct
BAL,70,48,94,W2,118,.593
NYY,69,49,116,L1,118,.585
BOS,61,55,26,L3,116,.526
TB,58,58,-50,L2,116,.500
TOR,55,63,-84,L1,118,.466
CLE,68,49,74,W1,117,.581
MIN,65,51,56,L1,116,.560
KC,65,53,96,W1,118,.551
DET,55,63,-22,L3,118,.466
CWS,28,91,-251,L3,119,.235
HOU,61,55,49,W4,116,.526
SEA,62,56,29,W3,118,.525
TEX,55,62,-26,W1,117,.470
LAA,51,66,-90,L2,117,.436
OAK,49,69,-73,W1,118,.415
PHI,69,48,97,L2,117,.590
ATL,61,55,35,W1,116,.526
NYM,61,56,31,L2,117,.521
WSH,54,64,-58,W2,118,.458
MIA,43,75,-162,L3,118,.364
MIL,67,49,107,W5,116,.578
STL,60,58,-48,L1,118,.508
CHC,59,60,10,W4,119,.496
PIT,56,60,-20,L6,116,.483
CIN,56,61,39,L2,117,.479
LAD,68,49,96,W2,117,.581
SD,66,52,61,W7,118,.559
ARI,65,53,61,W2,118,.551
SF,61,58,-4,W4,119,.513
COL,43,75,-189,L1,118,.364
