full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Michael Lorenzen,562,89.56,2357.59,5.86,27,0,70.16,14.2,82.45,7.29,6
Ross Stripling,474,87.46,2090.89,6.01,16,0,70.25,19.91,82.47,7.23,6
Trevor Williams,391,84.59,2045.97,6.85,22,0,69.75,18.31,82.49,7.16,5
Colin Rea,529,88.19,2134.79,6.57,25,0,72.03,16.05,83.86,7.28,6
Zach Eflin,517,86.6,2267.78,6.62,26,0,69.97,16.63,83.73,7.22,6
Chris Flexen,346,85.87,2200.26,6.28,17,0,71.02,19.94,81.39,7.61,5
Sean Manaea,556,87.82,1920.89,7.18,23,0,69.96,20.91,82.05,7.2,6
Dakota Hudson,521,86.73,2199.96,6.18,17,0,68.9,6.12,83.47,7.31,6
Mitch Keller,592,90.56,2488.23,6.43,34,0,68.91,18.04,83.63,7.0,6
Jordan Montgomery,424,85.81,2097.18,6.71,16,0,69.22,15.29,83.3,7.31,5
Jordan Hicks,543,89.79,1734.24,6.49,26,0,70.42,9.82,84.79,7.49,6
Brady Singer,595,88.25,2297.44,6.99,34,0,69.52,9.3,83.26,7.25,6
Matt Manning,262,88.94,2252.42,6.65,19,0,69.36,27.67,83.16,7.21,3
Graham Ashcraft,560,93.58,2504.46,5.56,23,0,69.63,14.6,84.2,6.93,6
Corbin Burnes,568,90.2,2694.92,6.54,29,0,69.69,4.77,80.33,7.54,6
Matthew Liberatore,234,91.25,2366.62,6.3,12,0,70.8,15.95,85.64,7.25,9
George Kirby,531,91.99,2140.03,6.62,38,0,69.27,24.74,81.93,6.96,6
Tanner Bibee,547,89.22,2435.27,6.6,33,0,69.99,23.14,81.1,7.21,6
Kutter Crawford,557,87.17,2300.43,6.07,34,0,70.88,20.7,81.04,7.33,6
Spencer Arrighetti,445,87.41,2419.99,7.26,27,0,70.03,18.3,83.0,7.27,5
Shota Imanaga,557,87.86,2021.65,6.37,39,0,70.29,21.64,80.86,7.33,6
Yoshinobu Yamamoto,471,89.1,2014.76,6.63,32,0,69.5,6.78,82.98,7.15,5
