team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,88.47666666666666,70.07589285714286,7.052232142857143
BAL,78.09694444444443,69.64849046015712,7.1512065095398425
BOS,83.98150000000001,67.76669913419914,7.1811255411255415
CHC,84.48641865079365,66.43290494227995,6.796482683982684
CIN,78.90349358974359,69.78227106227106,7.190027472527473
CLE,86.67428571428572,69.67708333333333,7.196875
COL,82.37223809523809,68.37939682539682,7.19465873015873
CWS,83.41111111111111,64.38571428571429,7.081904761904762
DET,84.5852380952381,68.11571428571429,6.940238095238095
HOU,80.01333333333334,69.22833333333332,7.38654761904762
KC,86.75734693877551,69.43511904761905,7.537738095238096
LAA,82.93965986394558,67.80512265512266,6.7634920634920634
LAD,86.2325,67.63472222222222,7.170694444444445
MIA,78.17285714285714,67.4425,6.640000000000001
MIL,84.60154761904762,66.93059523809524,7.168907203907204
MIN,86.05629824561404,70.27733333333333,7.283833333333334
NYM,83.11562770562772,72.12671957671957,7.51984126984127
NYY,84.39190476190477,70.08115646258504,7.60312925170068
PHI,80.09984623015873,69.48646780303031,7.630265151515151
PIT,82.40511111111111,70.63895238095238,7.08047619047619
SD,83.6086111111111,70.08886483886484,7.097492784992785
SEA,86.71427952999382,70.92792517006802,7.1628231292517
SF,86.47866666666667,69.75747474747475,7.302777777777777
STL,81.9470068027211,69.318780148423,7.231071428571428
TB,85.05499999999999,71.94810281385281,7.53585064935065
TEX,84.39166666666667,72.030625,7.329375
TOR,83.2368716931217,70.20466269841269,7.298743386243387
WSH,82.09261904761905,69.05234788359788,7.120138888888889
