game_date,home_team,away_team,winner
2024-05-21,Cardinals,Orioles,Cardinals
2024-05-21,Guardians,Mets,Guardians
2024-05-21,Reds,Padres,Reds
2024-05-21,Marlins,Brewers,Brewers
2024-05-21,Phillies,Rangers,Phillies
2024-05-21,Pirates,Giants,Pirates
2024-05-21,Nationals,Twins,Twins
2024-05-21,Rays,Red Sox,Red Sox
2024-05-21,Yankees,Mariners,Mariners
2024-05-21,Blue Jays,White Sox,White Sox
2024-05-21,Cubs,Braves,Cubs
2024-05-21,Royals,Tigers,Royals
2024-05-21,Astros,Angels,Astros
2024-05-21,Dodgers,D-backs,D-backs
