full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Gibson,565,87.06,2181.85,6.93,31,0,70.27,7.18,82.58,7.58,6
Tyler Anderson,571,84.27,2094.53,6.1,28,0,70.27,25.52,80.88,7.43,6
Andrew Heaney,504,87.29,2392.33,6.45,30,0,70.02,23.21,84.62,7.26,6
James Paxton,459,89.19,2031.9,6.57,13,0,69.78,18.87,83.05,7.05,5
Kevin Gausman,569,89.69,2060.54,6.66,31,0,70.59,12.76,82.68,7.4,6
Taijuan Walker,266,87.56,2031.17,5.82,15,0,69.79,19.36,84.03,7.17,3
Mike Clevinger,127,86.92,2154.44,6.7,5,0,70.52,20.47,81.4,7.49,2
John Means,174,85.65,2281.6,6.25,11,0,70.11,23.13,80.56,7.47,2
Max Fried,589,87.47,2221.8,6.5,31,0,68.53,4.72,79.69,7.1,6
Zack Littell,457,87.58,1817.23,6.21,29,0,69.32,20.46,81.87,7.21,5
Freddy Peralta,544,88.66,2344.98,6.78,42,0,67.95,21.18,79.77,7.18,6
Justin Steele,142,89.13,2452.87,6.34,5,0,69.79,17.9,83.65,6.88,2
Matt Waldron,524,82.98,1476.73,6.59,23,0,70.15,17.68,80.41,7.11,6
Ryan Feltner,539,90.47,2278.01,6.36,25,0,68.67,12.33,80.84,7.04,6
Triston McKenzie,507,86.43,2221.39,6.71,31,0,69.47,25.98,83.58,7.4,6
Jake Irvin,544,89.75,2427.12,6.92,27,0,69.16,19.65,85.1,6.97,6
Cristian Javier,139,84.92,2429.49,5.99,5,0,70.88,29.71,85.23,7.25,2
Cole Ragans,539,90.76,2427.33,6.13,36,0,69.71,16.81,80.92,7.24,6
Nick Lodolo,551,88.84,2400.54,6.18,43,0,69.65,16.11,80.97,7.4,6
Ryne Nelson,294,90.7,2305.1,6.84,10,0,69.67,20.71,83.88,6.98,4
Tarik Skubal,549,91.18,2013.53,6.31,45,0,68.14,21.34,81.76,7.11,6
Simeon Woods Richardson,428,87.49,2275.43,6.84,23,0,70.52,22.5,82.7,7.19,5
Christian Scott,185,89.6,2248.52,6.88,14,0,70.92,26.76,83.64,7.39,2
Cooper Criswell,448,83.92,2042.23,6.84,25,0,69.58,10.44,82.12,7.21,6
Bryce Miller,549,91.32,2151.7,6.4,38,0,70.08,20.34,83.43,7.2,6
Joey Estes,61,88.95,2312.49,5.96,5,0,71.4,28.96,83.72,7.4,1
Paul Skenes,84,93.47,2172.87,6.49,7,0,68.44,6.09,86.05,7.36,1
Mason Black,162,86.77,2221.65,6.55,6,0,70.24,26.46,79.88,7.15,2
