team,wins,losses,run_diff,streak,games_played,win_pct
BAL,23,11,55,W4,34,.676
NYY,23,13,42,W3,36,.639
BOS,19,16,41,W1,35,.543
TB,18,18,-32,W4,36,.500
TOR,16,19,-37,L1,35,.457
CLE,23,12,44,W3,35,.657
MIN,20,14,15,W1,34,.588
KC,21,15,45,W1,36,.583
DET,18,17,3,L4,35,.514
CWS,8,27,-88,L1,35,.229
TEX,20,16,26,W3,36,.556
SEA,19,16,11,L1,35,.543
OAK,17,19,-25,L2,36,.472
HOU,12,22,-20,L2,34,.353
LAA,12,23,-44,L3,35,.343
PHI,25,11,45,W6,36,.694
ATL,20,12,34,L3,32,.625
WSH,17,17,-10,W1,34,.500
NYM,17,18,3,W1,35,.486
MIA,10,27,-71,L1,37,.270
MIL,20,14,20,L3,34,.588
CHC,21,15,15,L1,36,.583
PIT,17,19,-12,W3,36,.472
CIN,16,18,4,L5,34,.471
STL,15,20,-33,L3,35,.429
LAD,24,13,66,W5,37,.649
SD,19,19,14,W1,38,.500
ARI,15,20,7,W1,35,.429
SF,15,21,-41,L4,36,.417
COL,8,26,-77,L2,34,.235
