full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,443,86.77,2258.03,6.26,24,0,69.54,26.2,82.53,7.28,6
Kyle Gibson,459,86.46,2223.59,6.99,29,0,70.6,14.08,80.51,7.54,5
Sonny Gray,449,88.43,2506.47,6.62,36,0,68.23,14.06,81.51,7.17,5
Kyle Hendricks,385,82.59,2276.61,5.62,12,0,70.83,15.39,79.75,7.44,5
Yusei Kikuchi,522,91.35,2269.35,6.93,42,0,69.0,25.23,83.48,6.99,6
Kyle Freeland,420,88.79,2332.07,6.58,25,0,70.75,16.43,84.24,7.33,5
Luis Severino,455,92.22,2232.16,6.48,27,0,69.47,18.43,80.46,6.97,5
Freddy Peralta,505,89.69,2224.03,6.6,32,0,69.69,20.58,81.81,7.2,5
Dylan Cease,598,91.15,2668.94,6.33,53,0,67.33,22.37,80.84,7.25,6
Logan Webb,487,88.78,2033.61,7.09,28,0,68.84,10.56,81.5,7.03,5
Brady Singer,522,87.35,2329.8,7.01,28,0,69.47,11.66,81.46,7.33,6
Framber Valdez,484,88.34,2348.5,5.9,32,0,70.14,0.84,83.97,7.35,5
Nick Lodolo,322,90.44,2359.87,6.19,19,0,69.56,15.68,83.71,7.19,4
Zac Gallen,439,88.94,2249.8,6.62,20,0,69.89,9.77,83.13,7.31,5
Gavin Williams,341,91.16,2326.36,7.2,14,0,68.01,19.77,83.52,6.95,4
MacKenzie Gore,553,91.86,2295.36,7.02,27,0,68.83,22.9,80.58,7.11,6
George Kirby,551,92.03,2165.81,6.54,36,0,68.87,19.33,82.78,6.97,6
Taj Bradley,462,92.53,2063.39,6.52,37,0,69.58,18.2,82.86,7.07,5
Brayan Bello,415,91.67,2060.63,6.29,30,0,69.63,10.35,82.93,7.25,5
Grayson Rodriguez,584,88.75,2254.66,7.28,43,0,69.13,11.41,83.79,7.24,6
Justin Wrobleski,243,91.61,2333.88,5.24,13,0,70.02,33.13,84.57,6.94,3
Reese Olson,408,88.81,2273.17,5.81,23,0,68.7,8.76,82.7,7.5,5
Jonathan Cannon,403,89.25,2169.12,6.09,15,0,69.88,14.56,84.48,7.09,5
Jack Kochanowicz,134,91.39,2259.54,6.5,5,0,70.93,3.78,85.89,7.45,2
Mitch Spence,547,87.78,2442.05,6.25,32,0,70.66,14.26,85.33,7.28,6
Bryce Elder,267,87.71,2223.55,5.82,14,0,70.66,7.0,82.81,7.68,3
