team,wins,losses,run_diff,streak,games_played,win_pct
BAL,55,32,113,L1,87,.632
NYY,54,35,96,L3,89,.607
BOS,47,40,38,W4,87,.540
TB,44,43,-52,W1,87,.506
TOR,40,48,-58,L2,88,.455
CLE,54,31,97,W1,85,.635
MIN,49,38,45,W1,87,.563
KC,48,41,51,L1,89,.539
DET,39,48,-26,L1,87,.448
CWS,25,64,-161,L1,89,.281
SEA,48,41,5,W1,89,.539
HOU,45,42,43,W2,87,.517
TEX,39,48,-7,L2,87,.448
LAA,36,50,-76,L4,86,.419
OAK,33,56,-96,W3,89,.371
PHI,57,30,117,L1,87,.655
ATL,47,38,51,L1,85,.553
NYM,42,43,12,L2,85,.494
WSH,41,46,-19,W2,87,.471
MIA,30,57,-137,L4,87,.345
MIL,52,36,77,L1,88,.591
STL,45,41,-37,W1,86,.523
CIN,42,45,21,W3,87,.483
PIT,41,45,-37,L1,86,.477
CHC,40,48,-26,W1,88,.455
LAD,53,35,106,L2,88,.602
SD,48,43,31,W2,91,.527
ARI,43,44,0,W2,87,.494
SF,43,45,-27,W1,88,.489
COL,30,57,-144,W1,87,.345
