full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Gerrit Cole,479,91.48,2463.53,6.27,34,0,69.11,19.47,83.84,7.12,5
Kyle Hendricks,422,83.69,2208.01,5.61,17,0,69.98,7.79,78.77,7.33,5
Michael Lorenzen,444,88.36,2390.09,5.78,21,0,70.13,20.94,84.13,7.33,6
Patrick Corbin,561,84.99,2197.04,6.73,26,0,68.81,9.87,85.05,7.51,6
Andrew Heaney,529,87.81,2360.6,6.48,26,0,70.77,21.41,80.85,7.3,6
Miles Mikolas,443,88.5,2261.91,6.37,19,0,70.95,16.92,81.67,7.23,5
Aaron Nola,568,86.86,2345.99,6.87,26,0,69.37,15.45,83.76,7.38,6
Cal Quantrill,455,89.54,1887.45,6.46,19,0,69.48,22.85,83.34,7.16,5
Sean Manaea,576,87.9,1965.44,7.07,33,0,68.43,23.19,82.43,6.85,6
Aaron Civale,439,87.39,2518.66,5.72,19,0,69.03,21.03,81.68,7.14,5
Brennan Bernardino,171,84.72,2542.04,5.71,13,0,70.17,7.24,83.57,7.4,12
Matt Waldron,533,83.25,1366.26,6.65,33,0,68.5,19.52,82.07,7.02,6
Gavin Williams,530,91.42,2304.38,7.24,38,0,68.48,18.35,83.1,6.79,6
Ryne Nelson,580,91.47,2220.59,6.73,42,0,68.95,22.97,83.33,6.88,6
Corbin Burnes,581,90.62,2655.1,6.54,34,0,68.37,12.3,81.05,7.31,6
Logan Gilbert,447,90.05,1879.59,7.56,31,0,68.95,9.03,83.24,7.41,5
Garrett Crochet,337,94.75,2575.37,7.0,26,0,70.57,14.67,82.61,7.09,5
Simeon Woods Richardson,425,87.83,2280.95,6.72,21,0,70.5,26.19,82.14,7.21,5
Justin Wrobleski,244,91.52,2330.21,5.28,10,0,70.25,29.32,84.66,6.92,3
Spencer Schwellenbach,469,90.48,2209.85,6.74,44,0,68.41,14.21,82.23,7.27,5
Spencer Arrighetti,476,88.25,2448.29,7.01,41,0,70.11,24.25,83.63,7.42,5
Ryan Pepiot,80,91.49,2435.96,6.65,5,0,69.43,21.04,81.61,7.11,1
Beau Brieske,262,92.29,2408.77,6.05,17,0,69.85,19.62,80.77,7.21,10
Paul Skenes,489,92.44,2145.67,6.42,32,0,68.55,13.13,83.25,7.35,5
