team,wins,losses,run_diff,streak,games_played,win_pct
TOR,61,42,39,W2,103,.592
NYY,56,46,106,L1,102,.549
BOS,55,49,54,W1,104,.529
TB,53,50,64,L1,103,.515
BAL,45,57,-107,W1,102,.441
DET,60,44,65,L4,104,.577
CLE,51,51,-35,L1,102,.500
KC,50,53,-22,W1,103,.485
MIN,49,53,-9,L1,102,.480
CWS,37,66,-72,W1,103,.359
HOU,60,43,61,L1,103,.583
SEA,55,48,19,W1,103,.534
TEX,53,50,61,W3,103,.515
LAA,49,54,-67,L4,103,.476
Athletics,43,62,-143,W1,105,.410
NYM,59,44,45,W4,103,.573
PHI,58,44,63,L1,102,.569
MIA,48,53,-54,W2,101,.475
ATL,44,57,-10,L2,101,.436
WSH,41,61,-110,L1,102,.402
MIL,61,41,98,W1,102,.598
CHC,60,42,117,L1,102,.588
CIN,53,50,35,W1,103,.515
STL,53,51,-2,W1,104,.510
PIT,42,61,-62,W3,103,.408
LAD,60,43,66,W1,103,.583
SD,55,48,14,L3,103,.534
SF,54,49,19,W2,103,.524
ARI,50,53,14,L3,103,.485
COL,26,76,-247,W2,102,.255
