team,wins,losses,run_diff,streak,games_played,win_pct
BAL,55,31,117,W2,86,.640
NYY,54,34,100,L2,88,.614
BOS,46,40,37,W3,86,.535
TB,43,43,-54,L1,86,.500
TOR,40,47,-56,L1,87,.460
CLE,53,31,93,L1,84,.631
MIN,48,38,36,L1,86,.558
KC,48,40,53,W1,88,.545
DET,39,47,-17,W1,86,.453
CWS,25,63,-157,W1,88,.284
SEA,47,41,1,L4,88,.534
HOU,44,42,41,W1,86,.512
TEX,39,47,-5,L1,86,.453
LAA,36,49,-71,L3,85,.424
OAK,32,56,-101,W2,88,.364
PHI,57,29,125,W3,86,.663
ATL,47,37,53,W1,84,.560
NYM,42,42,13,L1,84,.500
WSH,40,46,-20,W1,86,.465
MIA,30,56,-136,L3,86,.349
MIL,52,35,78,W2,87,.598
STL,44,41,-38,L1,85,.518
PIT,41,44,-36,W1,85,.482
CIN,41,45,17,W2,86,.477
CHC,39,48,-34,L3,87,.448
LAD,53,34,112,L1,87,.609
SD,47,43,29,W1,90,.522
ARI,42,44,-6,W1,86,.488
SF,42,45,-29,L1,87,.483
COL,29,57,-145,L2,86,.337
